Molecular_Weight,Isoelectric_Point,Aromaticity,Instability_Index,Aliphatic_Index,Net_Charge_pH7,Hydrophobicity_GRAVY,Positive_Residues,Negative_Residues,Shannon_Entropy,AAC_Q,AAC_R,AAC_H,AAC_M,AAC_G,AAC_L,AAC_W,AAC_C,AAC_P,AAC_S,AAC_I,AAC_K,AAC_A,AAC_E,AAC_V,AAC_F,AAC_Y,AAC_D,AAC_T,AAC_N,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,GO_Essential_Score,TARGET
108104.9324,8.98980999,0.080291971,37.38948905,86.86131387,20.7516477,-0.355891554,137,94,4.17970271,6.152241919,3.962460897,2.502606882,1.459854015,4.796663191,9.071949948,2.085505735,1.981230448,5.943691345,5.735140772,7.40354536,7.820646507,6.882168926,4.900938478,5.422314911,3.649635036,2.294056309,4.900938478,7.924921794,5.109489051,0.0,0.0,0.0,0.0,0.0,2.0,0
125765.2656,4.905966759,0.065953654,49.68905526,66.70231729,-64.80215411,-0.770855615,150,187,4.112210898,4.278074866,4.099821747,2.673796791,1.426024955,5.436720143,6.951871658,0.891265597,2.049910873,4.278074866,11.76470588,5.258467023,6.595365419,3.832442068,10.69518717,5.258467023,3.20855615,2.495543672,5.971479501,7.308377897,5.525846702,0.0,0.0,0.0,0.0,0.0,0.0,1
53789.077,5.6088377,0.076131687,54.38582305,101.1316872,-14.81467248,-0.063580247,57,54,4.049837269,5.761316872,4.938271605,3.909465021,1.851851852,6.995884774,15.22633745,1.851851852,1.234567901,7.407407407,6.995884774,2.674897119,2.880658436,8.641975309,6.790123457,7.818930041,2.880658436,2.880658436,4.320987654,3.086419753,1.851851852,0.0,0.0,0.0,0.0,0.0,2.0,0
82649.4615,8.906258965,0.076708508,39.63542538,65.56485356,31.14509615,-0.736122734,165,81,4.14242282,5.857740586,5.439330544,7.949790795,0.836820084,5.857740586,7.391910739,0.69735007,5.9972106,3.207810321,6.834030683,5.160390516,9.623430962,4.881450488,8.507670851,4.044630404,3.765690377,3.207810321,2.789400279,5.439330544,2.510460251,0.0,0.0,0.0,0.0,0.0,2.0,0
45776.6345,8.400697899,0.123486683,49.34263923,96.82808717,4.197041459,0.233898305,39,26,4.128415703,5.084745763,4.358353511,2.179176755,2.179176755,7.506053269,11.62227603,1.210653753,2.663438257,6.537530266,8.474576271,6.295399516,2.905569007,7.99031477,3.87409201,6.537530266,5.569007264,5.569007264,2.421307506,4.842615012,2.179176755,0.0,0.0,0.0,0.0,0.0,0.0,0
87953.4088,6.361044884,0.074812968,47.03129676,91.0723192,-5.612117206,-0.178678304,102,87,4.083141769,3.366583541,6.857855362,2.743142145,1.620947631,8.229426434,12.84289277,1.620947631,1.995012469,7.605985037,8.97755611,3.117206983,3.117206983,7.855361596,5.985037406,7.2319202,2.743142145,3.117206983,4.862842893,3.6159601,2.493765586,3.0,0.0001646000219466,4.775825359324433e-06,0.2237492688547484,2.96107135600748e-05,2.0,1
82801.6287,9.211129951,0.069293478,54.94293478,87.62228261,15.28541845,-0.41236413,117,83,4.131769887,3.260869565,6.114130435,2.717391304,1.630434783,4.619565217,8.967391304,1.222826087,0.815217391,6.52173913,9.10326087,6.25,7.065217391,5.027173913,5.97826087,8.016304348,3.804347826,1.902173913,5.298913043,5.97826087,5.706521739,0.0,0.0,0.0,0.0,0.0,8.0,0
26290.1577,5.762189293,0.1,47.52124,106.4,-4.044784838,0.5392,10,8,3.925834565,3.6,0.0,2.4,2.0,9.2,9.2,1.2,2.8,9.6,11.6,8.4,1.6,7.6,2.4,10.4,3.2,5.6,0.8,2.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0
32029.0876,5.484246635,0.04778157,42.43788396,63.24232082,-6.121041934,-0.911945392,49,51,4.002477573,4.436860068,4.778156997,1.365187713,2.389078498,8.873720137,5.460750853,0.0,1.023890785,3.071672355,9.897610922,3.754266212,10.58020478,7.508532423,8.19112628,6.825938567,2.389078498,2.389078498,9.215017065,2.04778157,5.802047782,0.0,0.0,0.0,0.0,0.0,4.0,0
56832.3929,5.442697334,0.07797271,32.86278752,89.35672515,-11.60642562,-0.156725146,61,63,4.150687781,4.288499025,6.04288499,1.949317739,3.313840156,7.797270955,8.187134503,0.194931774,1.364522417,5.653021442,5.068226121,7.602339181,3.898635478,7.992202729,6.627680312,6.822612086,4.288499025,3.313840156,5.653021442,5.847953216,4.093567251,14.0,0.0007681334357511,1.0538579430968695e-05,0.2838443457644234,0.00500261290863,4.0,1
12063.1211,10.19227428,0.056603774,39.89433962,97.35849057,10.72004573,-0.175471698,18,4,3.985924593,4.716981132,9.433962264,2.830188679,3.773584906,5.660377358,15.09433962,0.0,3.773584906,5.660377358,7.547169811,3.773584906,4.716981132,1.886792453,1.886792453,7.547169811,0.943396226,4.716981132,1.886792453,9.433962264,4.716981132,1.0,5.48666739822232e-05,0.0,0.1657918756948916,1.0143535309969828e-07,2.0,1
92485.5081,6.259359932,0.070991432,54.12057528,99.15544676,-7.498679429,-0.169277846,117,103,4.126408223,4.651162791,6.242350061,2.815177479,2.325581395,4.283965728,11.50550796,0.244798042,2.080783354,4.52876377,7.833537332,6.731946144,5.263157895,6.731946144,8.567931457,7.343941248,3.671970624,3.182374541,4.039167687,4.161566707,3.794369645,0.0,0.0,0.0,0.0,0.0,2.0,0
8681.8947,8.800208473,0.101265823,45.54556962,77.84810127,1.492211596,-0.163291139,10,8,3.987406655,3.797468354,8.860759494,0.0,1.265822785,8.860759494,10.12658228,1.265822785,2.53164557,10.12658228,7.594936709,3.797468354,3.797468354,8.860759494,5.063291139,5.063291139,7.594936709,1.265822785,5.063291139,3.797468354,1.265822785,0.0,0.0,0.0,0.0,0.0,0.0,0
12774.0899,5.219945335,0.105263158,49.87368421,65.1754386,-2.474483737,-0.69122807,14,16,4.000067863,6.140350877,5.263157895,0.0,1.754385965,6.140350877,4.385964912,0.877192982,0.0,6.140350877,6.140350877,5.263157895,7.01754386,12.28070175,10.52631579,5.263157895,5.263157895,4.385964912,3.50877193,2.631578947,7.01754386,0.0,0.0,0.0,0.0,0.0,4.0,1
36632.2104,5.880641747,0.093567251,42.49093567,54.9122807,-3.223688609,-0.585964912,36,35,4.02227354,3.801169591,6.140350877,1.169590643,0.877192982,12.86549708,8.187134503,4.970760234,3.50877193,8.479532164,9.649122807,1.461988304,3.216374269,9.649122807,4.678362573,2.631578947,1.754385965,2.631578947,5.555555556,6.432748538,2.339181287,0.0,0.0,0.0,0.0,0.0,2.0,0
79176.2547,6.396057701,0.071830986,52.00314085,77.57746479,-5.594115823,-0.375915493,99,82,4.204670281,4.788732394,5.352112676,3.38028169,2.394366197,5.633802817,9.577464789,0.985915493,4.084507042,6.197183099,7.605633803,3.23943662,5.211267606,6.76056338,5.492957746,7.183098592,3.38028169,2.816901408,6.056338028,5.211267606,4.647887324,25.0,0.0013716668495555,0.0003054187913008,0.3025399191512621,0.0068765121096048,0.0,1
52264.1276,8.302899361,0.111344538,25.44628151,113.2773109,2.805179317,0.562815126,40,33,4.076278255,3.781512605,3.571428571,0.840336134,3.571428571,8.823529412,11.76470588,1.050420168,1.680672269,3.991596639,7.352941176,9.87394958,3.991596639,7.56302521,4.411764706,7.352941176,6.302521008,3.781512605,2.521008403,5.25210084,2.521008403,4.0,0.0002194666959288,2.6171559346671507e-05,0.2475551320419567,0.0001373091679465,0.0,1
123432.3648,5.785777473,0.074173369,47.57248436,83.52100089,-20.01723872,-0.275871314,132,124,4.148261198,3.753351206,4.736371761,2.680965147,2.234137623,6.255585344,11.97497766,1.161751564,2.680965147,5.27256479,10.36639857,4.200178731,4.378909741,6.702412869,5.27256479,4.736371761,4.021447721,2.234137623,5.808757819,5.808757819,5.719392315,3.0,0.0001646000219466,0.000215498834403,0.2037865280988266,4.021521753397948e-06,0.0,1
126324.1477,6.572258568,0.061411549,52.39350137,79.32172319,-4.125626177,-0.784692942,205,185,4.089644222,5.77451879,6.782768103,2.383134739,2.841429881,3.758020165,9.532538955,0.274977085,1.558203483,2.566452796,6.691109074,5.866177819,9.624197984,6.507791017,10.90742438,4.399633364,3.391384051,2.474793767,6.049495875,3.48304308,5.132905591,5.0,0.0002743333699111,2.7521418454765697e-05,0.2206118355970187,6.579035712124426e-05,4.0,1
147816.1451,8.988714027,0.052866716,64.22517498,70.52122115,26.83614615,-0.582725242,193,119,4.060163785,7.073715562,5.137751303,3.797468354,1.935964259,5.435591958,10.57334326,1.56366344,2.233804914,10.64780343,11.83916605,2.084884587,5.435591958,6.25465376,5.956813105,5.137751303,3.12732688,0.59568131,2.903946389,4.765450484,3.499627699,0.0,0.0,0.0,0.0,0.0,0.0,0
96403.7581,5.88660984,0.053899083,45.20988532,95.89449541,-10.24945634,-0.274541284,123,120,4.071093638,2.752293578,3.78440367,1.605504587,2.637614679,5.389908257,11.69724771,0.573394495,1.605504587,4.472477064,7.912844037,6.422018349,8.71559633,8.600917431,8.830275229,5.733944954,2.52293578,2.293577982,4.931192661,3.555045872,5.963302752,0.0,0.0,0.0,0.0,0.0,0.0,0
54554.3,5.029932594,0.064516129,37.79032258,104.7177419,-15.01636865,0.040927419,55,64,4.040343403,6.048387097,4.032258065,1.209677419,1.411290323,6.451612903,14.51612903,0.403225806,2.620967742,4.233870968,7.056451613,4.233870968,5.846774194,6.451612903,6.25,8.669354839,4.838709677,1.209677419,6.653225806,5.241935484,2.620967742,1.0,5.48666739822232e-05,0.0,0.2223367174876459,6.250842004727864e-05,2.0,1
26877.5984,4.204687309,0.0,112.547561,51.91056911,-41.17116241,-1.282520325,23,62,3.295547617,9.756097561,2.43902439,0.81300813,2.032520325,3.658536585,7.317073171,0.0,0.0,12.60162602,16.2601626,0.0,6.097560976,5.691056911,23.98373984,6.097560976,0.0,0.0,1.219512195,2.032520325,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
190356.7762,5.724959755,0.071054164,51.41567268,101.3453698,-27.45298335,0.040302854,180,174,4.128882668,5.474665114,3.727431567,2.096680256,2.387885847,4.775771695,12.75480489,1.514269074,2.154921374,5.474665114,8.503203262,5.707629586,4.659289458,7.047175306,6.523005242,7.687827606,3.902154921,1.688992429,3.61094933,6.231799651,4.076878276,1.0,5.48666739822232e-05,0.0,0.2232376665480039,3.800074449501311e-05,2.0,1
100434.0499,5.417403984,0.084444444,52.23301111,71.7,-33.46721303,-0.570222222,125,127,4.158867549,3.222222222,5.888888889,3.777777778,2.111111111,8.888888889,9.222222222,1.444444444,1.444444444,6.333333333,9.222222222,4.0,4.222222222,4.666666667,8.111111111,5.333333333,3.666666667,3.333333333,6.0,5.555555556,3.555555556,2.0,0.0001097333479644,5.3873203342215865e-05,0.2440858737435035,0.0004232328878253,2.0,1
109263.6577,8.537306404,0.081632653,49.50032653,91.47959184,9.042140806,-0.102755102,125,99,4.133328126,3.06122449,8.06122449,1.836734694,3.06122449,6.836734694,11.2244898,1.326530612,2.040816327,5.714285714,8.367346939,5.612244898,2.857142857,8.06122449,6.836734694,6.12244898,3.775510204,3.06122449,3.265306122,5.102040816,3.775510204,0.0,0.0,0.0,0.0,0.0,0.0,1
17694.8314,10.44176693,0.051282051,53.78205128,86.41025641,26.83811557,-0.726282051,45,14,3.803223488,1.923076923,7.051282051,2.564102564,1.282051282,1.923076923,7.051282051,0.0,0.0,7.692307692,2.564102564,7.051282051,19.23076923,12.82051282,3.205128205,6.41025641,1.923076923,3.205128205,5.769230769,4.487179487,3.846153846,4.0,0.0002194666959288,0.0004343332532231,0.2340663926114264,6.650926106069109e-05,13.0,1
15269.5603,7.75024662,0.068181818,36.80530303,98.78787879,0.676896777,-0.30530303,21,18,4.067622806,8.333333333,6.818181818,1.515151515,3.787878788,5.303030303,9.848484848,1.515151515,1.515151515,2.272727273,4.545454545,5.303030303,7.575757576,4.545454545,7.575757576,12.12121212,1.515151515,3.787878788,6.060606061,4.545454545,1.515151515,19.0,0.0010424668056622,6.778844055889729e-05,0.2906176319832401,0.0091098381616299,4.0,1
29065.0497,8.37233181,0.124031008,40.35,74.88372093,3.728355911,-0.149224806,27,19,4.21697927,3.100775194,5.03875969,1.550387597,3.100775194,5.03875969,7.364341085,3.488372093,5.03875969,6.976744186,8.139534884,4.651162791,3.875968992,8.914728682,2.713178295,6.589147287,3.100775194,5.813953488,4.651162791,4.651162791,6.201550388,0.0,0.0,0.0,0.0,0.0,0.0,0
70048.6361,6.631882668,0.092476489,48.32227273,77.47648903,-2.642058732,-0.192946708,69,50,4.118500445,6.112852665,5.642633229,3.605015674,1.253918495,7.836990596,10.34482759,1.724137931,3.29153605,8.777429467,8.150470219,2.664576803,1.567398119,6.739811912,3.134796238,6.896551724,4.545454545,2.978056426,4.702194357,7.523510972,2.507836991,0.0,0.0,0.0,0.0,0.0,0.0,1
21330.2997,9.170772743,0.078534031,41.23979058,85.70680628,6.625520366,-0.158638743,26,17,4.149251897,4.712041885,7.853403141,1.047120419,2.617801047,5.759162304,8.376963351,1.047120419,3.664921466,3.141361257,7.853403141,4.188481675,4.712041885,7.853403141,4.712041885,9.947643979,4.188481675,2.617801047,4.188481675,5.235602094,6.282722513,19.0,0.0010424668056622,0.0001432616787867,0.276124421771679,0.0046111984048198,0.0,1
14582.4809,8.828510094,0.03875969,52.10852713,92.3255814,1.530930646,-0.717054264,21,19,3.739666446,13.17829457,6.201550388,0.0,1.550387597,6.201550388,13.95348837,0.0,0.0,1.550387597,4.651162791,3.100775194,10.07751938,10.07751938,11.62790698,5.426356589,1.550387597,2.325581395,3.100775194,3.100775194,2.325581395,13.0,0.0007132667617689,6.535986349570981e-05,0.2738141351727667,0.0051707921091231,0.0,1
47137.7139,10.11529903,0.048192771,84.52795181,36.5060241,42.16783657,-1.635662651,114,65,3.766772352,1.927710843,12.28915663,1.686746988,1.204819277,6.265060241,4.578313253,0.722891566,0.481927711,5.78313253,17.59036145,1.927710843,13.4939759,5.542168675,10.36144578,1.927710843,1.204819277,2.891566265,5.301204819,2.65060241,2.168674699,8.0,0.0004389333918577,1.5825331391139307e-05,0.2542783387157049,0.0006910939751766,6.0,1
41739.6373,4.798995781,0.085561497,44.7690107,82.64705882,-19.74390392,-0.251604278,40,52,4.137804411,4.812834225,4.278074866,2.139037433,3.743315508,5.080213904,8.823529412,0.802139037,0.534759358,4.278074866,8.021390374,4.278074866,4.278074866,8.288770053,7.754010695,8.021390374,4.278074866,3.475935829,6.14973262,7.219251337,3.743315508,3.0,0.0001646000219466,1.096357798105994e-06,0.2044170571897327,1.0251065916552972e-05,4.0,1
28179.9799,5.845856285,0.118367347,33.27391837,80.73469388,-4.922984589,-0.339183673,37,35,4.172378117,3.673469388,3.673469388,2.857142857,1.632653061,7.346938776,10.20408163,2.040816327,3.265306122,4.081632653,6.12244898,5.714285714,8.571428571,3.265306122,8.571428571,5.306122449,6.530612245,3.265306122,5.714285714,5.306122449,2.857142857,5.0,0.0002743333699111,1.389294489480249e-07,0.2540614529529074,0.0014139691969334,2.0,1
49872.0424,5.86131649,0.057649667,44.24235033,101.3747228,-8.407293521,-0.057206208,60,56,4.109080099,5.543237251,4.65631929,2.88248337,1.99556541,5.986696231,10.86474501,0.44345898,2.88248337,4.87804878,7.095343681,6.430155211,5.764966741,8.203991131,8.425720621,8.869179601,2.43902439,2.88248337,3.99113082,3.54767184,2.2172949,0.0,0.0,0.0,0.0,0.0,2.0,0
196408.3943,5.537163734,0.03625731,50.70866082,76.41520468,-43.90247158,-0.988362573,302,311,3.996074348,7.192982456,4.795321637,2.222222222,2.69005848,3.216374269,10.99415205,0.233918129,1.228070175,2.339181287,8.070175439,3.684210526,10.64327485,5.263157895,12.33918129,4.795321637,1.637426901,1.754385965,5.847953216,4.32748538,6.725146199,0.0,0.0,0.0,0.0,0.0,0.0,0
90363.3343,9.008892632,0.092544987,43.76915167,57.13367609,35.24858936,-0.858226221,177,88,4.15337464,6.426735219,6.555269923,7.455012853,0.899742931,6.683804627,6.683804627,0.514138817,5.398457584,3.213367609,7.326478149,4.241645244,8.740359897,3.341902314,7.969151671,3.856041131,5.269922879,3.470437018,3.341902314,5.655526992,2.956298201,0.0,0.0,0.0,0.0,0.0,2.0,0
14514.794,6.813312721,0.037878788,19.88787879,97.5,-0.282648305,-0.187121212,24,21,3.951016822,3.03030303,3.787878788,2.272727273,2.272727273,7.575757576,9.090909091,0.757575758,5.303030303,1.515151515,2.272727273,5.303030303,12.12121212,10.60606061,9.090909091,10.60606061,0.757575758,2.272727273,6.818181818,1.515151515,3.03030303,2.0,0.0001097333479644,1.7029245610736263e-05,0.2719287422231963,0.0011132542134378,11.0,1
17844.5465,8.872477531,0.128205128,38.97826923,80.0,5.674788261,-0.175641026,18,9,4.156533548,5.128205128,3.846153846,1.923076923,3.846153846,5.769230769,10.25641026,0.641025641,5.128205128,6.41025641,8.333333333,6.41025641,5.769230769,3.846153846,1.923076923,3.846153846,3.205128205,8.974358974,3.846153846,5.769230769,5.128205128,0.0,0.0,0.0,0.0,0.0,0.0,0
8469.4248,4.974571419,0.054054054,51.09054054,83.10810811,-4.398514164,-0.57027027,11,14,3.938787408,2.702702703,9.459459459,1.351351351,1.351351351,2.702702703,12.16216216,1.351351351,2.702702703,4.054054054,10.81081081,5.405405405,4.054054054,6.756756757,13.51351351,2.702702703,2.702702703,1.351351351,5.405405405,8.108108108,1.351351351,0.0,0.0,0.0,0.0,0.0,0.0,0
11202.1778,11.82745037,0.05,63.772,121.0,8.685469493,0.098,18,7,3.539148344,1.0,15.0,2.0,2.0,4.0,21.0,3.0,0.0,10.0,6.0,0.0,1.0,13.0,3.0,9.0,1.0,1.0,4.0,3.0,1.0,1.0,5.48666739822232e-05,0.0,0.1738857659713307,2.553355109003847e-07,0.0,1
40678.6666,9.429355431,0.147308782,41.21759207,113.5127479,15.53243359,0.498583569,41,13,4.110674656,2.549575071,3.682719547,3.682719547,2.266288952,2.266288952,11.04815864,2.83286119,2.549575071,5.099150142,8.498583569,11.04815864,4.249291785,6.798866856,1.416430595,7.082152975,6.232294618,5.66572238,2.266288952,6.515580737,4.249291785,0.0,0.0,0.0,0.0,0.0,0.0,0
41188.9511,8.612347603,0.082417582,40.23324176,62.69230769,6.83558611,-0.711538462,64,42,4.155324378,5.769230769,7.967032967,4.395604396,0.824175824,7.692307692,7.692307692,1.923076923,3.846153846,6.593406593,8.516483516,3.021978022,5.21978022,5.769230769,8.791208791,5.21978022,4.67032967,1.648351648,2.747252747,4.120879121,3.571428571,0.0,0.0,0.0,0.0,0.0,2.0,1
223880.7188,8.763590431,0.04743833,60.39274668,65.91555977,29.48233238,-0.517172676,277,214,4.028749254,3.937381404,5.787476281,1.707779886,1.850094877,8.064516129,8.064516129,0.664136622,2.277039848,8.159392789,14.65844402,2.941176471,5.64516129,8.823529412,6.546489564,4.886148008,2.466793169,1.612903226,3.605313093,5.170777989,3.130929791,0.0,0.0,0.0,0.0,0.0,2.0,0
26736.4317,4.409989738,0.110169492,51.58521186,72.24576271,-21.29108587,-0.612288136,26,45,4.094287817,2.118644068,4.237288136,0.847457627,1.271186441,6.355932203,8.050847458,1.694915254,1.271186441,8.474576271,6.355932203,3.813559322,5.93220339,5.084745763,10.16949153,7.203389831,3.813559322,5.508474576,8.898305085,5.508474576,3.389830508,5.0,0.0002743333699111,2.154732758964093e-05,0.2786948337032337,0.0020841532851544,6.0,1
39572.7472,10.22541103,0.10326087,55.37092391,100.1358696,23.10037012,0.345108696,48,17,3.818188408,1.358695652,10.59782609,2.173913043,0.815217391,8.695652174,13.58695652,2.173913043,3.260869565,6.793478261,5.163043478,1.902173913,0.27173913,17.66304348,2.173913043,7.608695652,4.076086957,4.076086957,2.445652174,3.532608696,1.630434783,0.0,0.0,0.0,0.0,0.0,0.0,1
37491.9356,7.005257988,0.077844311,40.44437126,85.47904192,0.010947723,-0.280538922,48,42,4.160313236,5.089820359,3.892215569,1.796407186,3.592814371,5.988023952,8.383233533,0.898203593,1.796407186,6.28742515,7.784431138,6.886227545,8.682634731,5.089820359,5.988023952,7.185628743,4.491017964,2.395209581,6.586826347,4.491017964,2.694610778,6.0,0.0003292000438933,0.0001715463701325,0.2772614354357332,0.001842558549275,4.0,1
49421.3657,8.599969673,0.062893082,25.84297694,55.01048218,5.728265385,-0.641090147,64,55,3.921872707,2.935010482,2.725366876,0.628930818,2.306079665,19.49685535,6.07966457,0.838574423,2.096436059,9.433962264,6.498951782,4.192872117,10.06289308,4.612159329,7.547169811,3.5639413,3.5639413,1.886792453,3.983228512,4.612159329,2.935010482,0.0,0.0,0.0,0.0,0.0,0.0,0
66393.5878,6.31852932,0.04109589,53.07619863,73.80136986,-5.838518124,-0.7875,105,92,4.127525312,4.965753425,5.650684932,3.424657534,3.424657534,5.479452055,10.44520548,0.856164384,3.767123288,2.910958904,7.876712329,3.767123288,8.904109589,4.965753425,9.589041096,4.623287671,1.54109589,1.712328767,6.164383562,3.767123288,6.164383562,0.0,0.0,0.0,0.0,0.0,0.0,1
35249.7299,8.050699043,0.13015873,44.76838095,124.031746,2.037797222,0.901587302,26,17,4.021796111,2.857142857,4.126984127,2.222222222,3.492063492,4.761904762,14.28571429,0.317460317,2.857142857,4.126984127,6.031746032,7.301587302,1.904761905,7.619047619,2.857142857,11.11111111,7.936507937,4.761904762,2.53968254,6.984126984,1.904761905,0.0,0.0,0.0,0.0,0.0,0.0,0
