Entry,GO_Essential_Score
A0PJY2,2
A0PJY2,2
A0PJY2,2
A0PJY2,2
A0PK00,0
A0PK11,0
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4S6,2
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A4Y4,4
A1A519,4
A1A519,4
A1A519,4
A1A519,4
A1A519,4
A1A519,4
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5B4,0
A1A5C7,0
A1A5C7,0
A1E959,4
A1E959,4
A1E959,4
A1E959,4
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KXE4,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1KZ92,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L0T0,0
A1L167,4
A1L167,4
A1L167,4
A1L190,2
A1L190,2
A1L190,2
A1L190,2
A1L190,2
A1L190,2
A1L190,2
A1L190,2
A1L190,2
A1L390,2
A1L390,2
A1L390,2
A1L390,2
A1L3X0,0
A1L3X0,0
A1L3X0,0
A1L3X0,0
A1L3X0,0
A1L3X0,0
A1L3X0,0
A1L3X0,0
A1L4H1,0
A1L4H1,0
A1L4H1,0
A1L4K1,2
A1L4K1,2
A1L4K1,2
A1L4K1,2
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1X283,0
A1XBS5,4
A1XBS5,4
A1XBS5,4
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A1Z1Q3,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A288,2
A2A2Y4,0
A2A2Y4,0
A2A2Y4,0
A2A2Y4,0
A2A2Y4,0
A2A2Y4,0
A2A2Y4,0
A2A2Y4,0
A2IDD5,0
A2IDD5,0
A2IDD5,0
A2IDD5,0
A2IDD5,0
A2IDD5,0
A2PYH4,4
A2PYH4,4
A2PYH4,4
A2PYH4,4
A2PYH4,4
A2PYH4,4
A2PYH4,4
A2PYH4,4
A2RRP1,2
A2RRP1,2
A2RRP1,2
A2RRP1,2
A2RRP1,2
A2RRP1,2
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RTX5,6
A2RU14,0
A2RU30,2
A2RU30,2
A2RU30,2
A2RU30,2
A2RU30,2
A2RU30,2
A2RU49,0
A2RU49,0
A2RU49,0
A2RU49,0
A2RU49,0
A2RU49,0
A2RU49,0
A2RU49,0
A2RUB1,2
A2RUB1,2
A2RUB1,2
A2RUB1,2
A2RUB6,2
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUC4,0
A2RUH7,0
A2VDJ0,0
A2VDJ0,0
A2VEC9,0
A2VEC9,0
A2VEC9,0
A2VEC9,0
A2VEC9,0
A2VEC9,0
A3KMH1,4
A3KMH1,4
A3KMH1,4
A3KMH1,4
A3KMH1,4
A3KMH1,4
A4D0S4,0
A4D0S4,0
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D126,2
A4D161,0
A4D161,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1B5,0
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1E9,8
A4D1P6,2
A4D1P6,2
A4D1T9,2
A4D1T9,2
A4D1T9,2
A4D1T9,2
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D256,0
A4D2B0,4
A4D2B0,4
A4D2B0,4
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4D2B8,0
A4GXA9,2
A4GXA9,2
A4UGR9,0
A4UGR9,0
A4UGR9,0
A4UGR9,0
A4UGR9,0
A4UGR9,0
A4UGR9,0
A4UGR9,0
A5A3E0,0
A5A3E0,0
A5A3E0,0
A5A3E0,0
A5A3E0,0
A5A3E0,0
A5D8T8,0
A5D8T8,0
A5D8T8,0
A5D8T8,0
A5D8V6,0
A5D8V6,0
A5D8V6,0
A5D8V6,0
A5D8V6,0
A5D8V6,0
A5D8V7,0
A5D8V7,0
A5D8V7,0
A5D8V7,0
A5D8W1,0
A5D8W1,0
A5LHX3,4
A5LHX3,4
A5LHX3,4
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PKW4,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5PLL7,0
A5X5Y0,0
A5X5Y0,0
A5X5Y0,0
A5X5Y0,0
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YKK6,6
A5YM72,4
A5YM72,4
A5YM72,4
A5YM72,4
A5YM72,4
A5YM72,4
A5YM72,4
A5YM72,4
A5YM72,4
A6BM72,0
A6BM72,0
A6BM72,0
A6BM72,0
A6BM72,0
A6BM72,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Y1,0
A6H8Z2,0
A6H8Z2,0
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NC98,2
A6NCS4,2
A6NCS4,2
A6NCS4,2
A6NCS4,2
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND01,0
A6ND36,4
A6ND36,4
A6ND36,4
A6ND36,4
A6NDB9,2
A6NDE4,4
A6NDE4,4
A6NDE4,4
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDG6,0
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NDV4,4
A6NED2,2
A6NEM1,0
A6NEM1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFA1,0
A6NFQ2,0
A6NFQ2,0
A6NFQ2,0
A6NFQ2,0
A6NFQ2,0
A6NFQ2,0
A6NFX1,0
A6NFX1,0
A6NFX1,0
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NFY7,2
A6NGG8,0
A6NGG8,0
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGQ2,4
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NGU5,0
A6NHL2,0
A6NHL2,0
A6NHQ2,2
A6NHQ2,2
A6NHQ2,2
A6NHR9,4
A6NHR9,4
A6NHR9,4
A6NHR9,4
A6NHR9,4
A6NHR9,4
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NHX0,2
A6NI15,2
A6NI15,2
A6NI15,2
A6NI15,2
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI61,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NI73,0
A6NIH7,2
A6NIX2,2
A6NIX2,2
A6NJ46,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NJ78,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK06,2
A6NK58,2
A6NK58,2
A6NK58,2
A6NK58,2
A6NK58,2
A6NK58,2
A6NK58,2
A6NK89,2
A6NKB5,0
A6NKB5,0
A6NKB5,0
A6NKB5,0
A6NKB5,0
A6NKB5,0
A6NKF2,4
A6NKF2,4
A6NMZ7,0
A6NMZ7,0
A6NMZ7,0
A6NNB3,2
A6NNB3,2
A6NNB3,2
A6NNB3,2
A6NNB3,2
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNM8,4
A6NNN8,0
A6NNN8,0
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNY8,4
A6NNZ2,0
A6PVC2,4
A6PVC2,4
A6PVC2,4
A7E2V4,2
A7E2V4,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7E2Y1,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7KAX9,2
A7MCY6,0
A7MCY6,0
A7MCY6,0
A7MCY6,0
A7MCY6,0
A7MCY6,0
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7MD48,2
A7XYQ1,2
A7XYQ1,2
A7XYQ1,2
A7XYQ1,2
A8CG34,0
A8CG34,0
A8CG34,0
A8CG34,0
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K0Z3,2
A8K2U0,0
A8K2U0,0
A8K2U0,0
A8K2U0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K4G0,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K7I4,0
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K830,6
A8K8P3,2
A8K8P3,2
A8K8P3,2
A8K8P3,2
A8K8V0,2
A8MPY1,0
A8MPY1,0
A8MPY1,0
A8MPY1,0
A8MPY1,0
A8MPY1,0
A8MPY1,0
A8MPY1,0
A8MQ03,0
A8MQ03,0
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MQ27,2
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MT69,6
A8MTA8,0
A8MTA8,0
A8MTJ3,0
A8MTJ3,0
A8MTJ3,0
A8MTJ3,0
A8MTJ6,2
A8MTQ0,2
A8MTZ0,2
A8MTZ0,2
A8MTZ0,2
A8MTZ0,2
A8MTZ0,2
A8MTZ0,2
A8MU46,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MUP2,2
A8MV65,2
A8MV65,2
A8MVW5,0
A8MVW5,0
A8MVW5,0
A8MVW5,0
A8MVW5,0
A8MVW5,0
A8MW92,0
A8MW92,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW95,0
A8MW99,0
A8MXD5,0
A8MXD5,0
A8MXV4,4
A8MXV4,4
A8MXV4,4
A8MXV4,4
A8MXV4,4
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MYU2,0
A8MZ59,2
A8MZ59,2
A8MZ59,2
A8MZ59,2
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A8TX70,0
A9QM74,4
A9QM74,4
A9UHW6,4
A9UHW6,4
A9UHW6,4
A9UHW6,4
A9UHW6,4
A9UHW6,4
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
A9YTQ3,2
B0I1T2,2
B0I1T2,2
B0I1T2,2
B0I1T2,2
B0I1T2,2
B0I1T2,2
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0L3A2,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B0YJ81,0
B1AK53,0
B1AK53,0
B1AK53,0
B1AK53,0
B1AK53,0
B1AK53,0
B1AK53,0
B1AK53,0
B1AK53,0
B2RTY4,4
B2RTY4,4
B2RTY4,4
B2RTY4,4
B2RUY7,0
B2RUY7,0
B2RUY7,0
B2RUZ4,0
B2RUZ4,0
B2RXF5,4
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B2RXH2,2
B3KU38,0
B6A8C7,0
B6A8C7,0
B6A8C7,0
B6A8C7,0
B7U540,0
B7U540,0
B7U540,0
B7U540,0
B7U540,0
B7U540,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
B7ZAQ6,0
C4AMC7,2
C4AMC7,2
C4AMC7,2
C4AMC7,2
C9JE40,4
C9JE40,4
C9JE40,4
C9JE40,4
C9JE40,4
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JLW8,2
C9JR72,2
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
C9JRZ8,4
D3W0D1,0
D3W0D1,0
D3W0D1,0
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
D6RGH6,2
E0CX11,2
E0CX11,2
F5H094,0
F5H094,0
F5H094,0
F5H094,0
F5H094,0
F5H094,0
F5H094,0
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
G2XKQ0,2
H0YL14,2
H0YL14,2
H0YL14,2
H0YL14,2
H3BV60,0
H3BV60,0
H3BV60,0
H3BV60,0
H3BV60,0
K7EJ46,0
K7EJ46,0
K7EJ46,0
K7EJ46,0
K9M1U5,0
K9M1U5,0
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
L0R8F8,2
M0R2J8,0
M0R2J8,0
M0R2J8,0
M0R2J8,0
M0R2J8,0
M0R2J8,0
