AAC_E,AAC_Q,AAC_K,AAC_M,AAC_V,AAC_G,AAC_D,AAC_I,AAC_N,GO_Essential_Score,Degree_Centrality,Betweenness_Centrality,Eigenvector_Centrality,Instability_Index,Net_Charge_pH7,AAC_P,AAC_S,AAC_W,TARGET
5.985037406,3.366583541,3.117206983,1.620947631,7.2319202,8.229426434,4.862842893,3.117206983,2.493765586,2.0,0.0001646000219466,4.775825359324433e-06,2.96107135600748e-05,47.03129676,-5.612117206,7.605985037,8.97755611,1.620947631,1
5.97826087,3.260869565,7.065217391,1.630434783,8.016304348,4.619565217,5.298913043,6.25,5.706521739,8.0,0.0,0.0,0.0,54.94293478,15.28541845,6.52173913,9.10326087,1.222826087,0
2.4,3.6,1.6,2.0,10.4,9.2,0.8,8.4,5.6,0.0,0.0,0.0,0.0,47.52124,-4.044784838,9.6,11.6,1.2,0
8.19112628,4.436860068,10.58020478,2.389078498,6.825938567,8.873720137,9.215017065,3.754266212,5.802047782,4.0,0.0,0.0,0.0,42.43788396,-6.121041934,3.071672355,9.897610922,0.0,0
6.627680312,4.288499025,3.898635478,3.313840156,6.822612086,7.797270955,5.653021442,7.602339181,4.093567251,4.0,0.0007681334357511,1.0538579430968695e-05,0.00500261290863,32.86278752,-11.60642562,5.653021442,5.068226121,0.194931774,1
1.886792453,4.716981132,4.716981132,3.773584906,7.547169811,5.660377358,1.886792453,3.773584906,4.716981132,2.0,5.48666739822232e-05,0.0,1.0143535309969828e-07,39.89433962,10.72004573,5.660377358,7.547169811,0.0,1
8.567931457,4.651162791,5.263157895,2.325581395,7.343941248,4.283965728,4.039167687,6.731946144,3.794369645,2.0,0.0,0.0,0.0,54.12057528,-7.498679429,4.52876377,7.833537332,0.244798042,0
5.063291139,3.797468354,3.797468354,1.265822785,5.063291139,8.860759494,5.063291139,3.797468354,1.265822785,0.0,0.0,0.0,0.0,45.54556962,1.492211596,10.12658228,7.594936709,1.265822785,0
10.52631579,6.140350877,7.01754386,1.754385965,5.263157895,6.140350877,3.50877193,5.263157895,7.01754386,4.0,0.0,0.0,0.0,49.87368421,-2.474483737,6.140350877,6.140350877,0.877192982,1
4.678362573,3.801169591,3.216374269,0.877192982,2.631578947,12.86549708,5.555555556,1.461988304,2.339181287,2.0,0.0,0.0,0.0,42.49093567,-3.223688609,8.479532164,9.649122807,4.970760234,0
5.492957746,4.788732394,5.211267606,2.394366197,7.183098592,5.633802817,6.056338028,3.23943662,4.647887324,0.0,0.0013716668495555,0.0003054187913008,0.0068765121096048,52.00314085,-5.594115823,6.197183099,7.605633803,0.985915493,1
4.411764706,3.781512605,3.991596639,3.571428571,7.352941176,8.823529412,2.521008403,9.87394958,2.521008403,0.0,0.0002194666959288,2.6171559346671507e-05,0.0001373091679465,25.44628151,2.805179317,3.991596639,7.352941176,1.050420168,1
5.27256479,3.753351206,4.378909741,2.234137623,4.736371761,6.255585344,5.808757819,4.200178731,5.719392315,0.0,0.0001646000219466,0.000215498834403,4.021521753397948e-06,47.57248436,-20.01723872,5.27256479,10.36639857,1.161751564,1
10.90742438,5.77451879,9.624197984,2.841429881,4.399633364,3.758020165,6.049495875,5.866177819,5.132905591,4.0,0.0002743333699111,2.7521418454765697e-05,6.579035712124426e-05,52.39350137,-4.125626177,2.566452796,6.691109074,0.274977085,1
5.956813105,7.073715562,5.435591958,1.935964259,5.137751303,5.435591958,2.903946389,2.084884587,3.499627699,0.0,0.0,0.0,0.0,64.22517498,26.83614615,10.64780343,11.83916605,1.56366344,0
8.830275229,2.752293578,8.71559633,2.637614679,5.733944954,5.389908257,4.931192661,6.422018349,5.963302752,0.0,0.0,0.0,0.0,45.20988532,-10.24945634,4.472477064,7.912844037,0.573394495,0
6.25,6.048387097,5.846774194,1.411290323,8.669354839,6.451612903,6.653225806,4.233870968,2.620967742,2.0,5.48666739822232e-05,0.0,6.250842004727864e-05,37.79032258,-15.01636865,4.233870968,7.056451613,0.403225806,1
23.98373984,9.756097561,6.097560976,2.032520325,6.097560976,3.658536585,1.219512195,0.0,0.0,2.0,0.0,0.0,0.0,112.547561,-41.17116241,12.60162602,16.2601626,0.0,0
6.523005242,5.474665114,4.659289458,2.387885847,7.687827606,4.775771695,3.61094933,5.707629586,4.076878276,2.0,5.48666739822232e-05,0.0,3.800074449501311e-05,51.41567268,-27.45298335,5.474665114,8.503203262,1.514269074,1
8.111111111,3.222222222,4.222222222,2.111111111,5.333333333,8.888888889,6.0,4.0,3.555555556,2.0,0.0001097333479644,5.3873203342215865e-05,0.0004232328878253,52.23301111,-33.46721303,6.333333333,9.222222222,1.444444444,1
6.836734694,3.06122449,2.857142857,3.06122449,6.12244898,6.836734694,3.265306122,5.612244898,3.775510204,0.0,0.0,0.0,0.0,49.50032653,9.042140806,5.714285714,8.367346939,1.326530612,1
3.205128205,1.923076923,19.23076923,1.282051282,6.41025641,1.923076923,5.769230769,7.051282051,3.846153846,13.0,0.0002194666959288,0.0004343332532231,6.650926106069109e-05,53.78205128,26.83811557,7.692307692,2.564102564,0.0,1
7.575757576,8.333333333,7.575757576,3.787878788,12.12121212,5.303030303,6.060606061,5.303030303,1.515151515,4.0,0.0010424668056622,6.778844055889729e-05,0.0091098381616299,36.80530303,0.676896777,2.272727273,4.545454545,1.515151515,1
2.713178295,3.100775194,3.875968992,3.100775194,6.589147287,5.03875969,4.651162791,4.651162791,6.201550388,0.0,0.0,0.0,0.0,40.35,3.728355911,6.976744186,8.139534884,3.488372093,0
3.134796238,6.112852665,1.567398119,1.253918495,6.896551724,7.836990596,4.702194357,2.664576803,2.507836991,0.0,0.0,0.0,0.0,48.32227273,-2.642058732,8.777429467,8.150470219,1.724137931,1
4.712041885,4.712041885,4.712041885,2.617801047,9.947643979,5.759162304,4.188481675,4.188481675,6.282722513,0.0,0.0010424668056622,0.0001432616787867,0.0046111984048198,41.23979058,6.625520366,3.141361257,7.853403141,1.047120419,1
11.62790698,13.17829457,10.07751938,1.550387597,5.426356589,6.201550388,3.100775194,3.100775194,2.325581395,0.0,0.0007132667617689,6.535986349570981e-05,0.0051707921091231,52.10852713,1.530930646,1.550387597,4.651162791,0.0,1
10.36144578,1.927710843,13.4939759,1.204819277,1.927710843,6.265060241,5.301204819,1.927710843,2.168674699,6.0,0.0004389333918577,1.5825331391139307e-05,0.0006910939751766,84.52795181,42.16783657,5.78313253,17.59036145,0.722891566,1
7.754010695,4.812834225,4.278074866,3.743315508,8.021390374,5.080213904,6.14973262,4.278074866,3.743315508,4.0,0.0001646000219466,1.096357798105994e-06,1.0251065916552972e-05,44.7690107,-19.74390392,4.278074866,8.021390374,0.802139037,1
8.571428571,3.673469388,8.571428571,1.632653061,5.306122449,7.346938776,5.714285714,5.714285714,2.857142857,2.0,0.0002743333699111,1.389294489480249e-07,0.0014139691969334,33.27391837,-4.922984589,4.081632653,6.12244898,2.040816327,1
8.425720621,5.543237251,5.764966741,1.99556541,8.869179601,5.986696231,3.99113082,6.430155211,2.2172949,2.0,0.0,0.0,0.0,44.24235033,-8.407293521,4.87804878,7.095343681,0.44345898,0
12.33918129,7.192982456,10.64327485,2.69005848,4.795321637,3.216374269,5.847953216,3.684210526,6.725146199,0.0,0.0,0.0,0.0,50.70866082,-43.90247158,2.339181287,8.070175439,0.233918129,0
7.969151671,6.426735219,8.740359897,0.899742931,3.856041131,6.683804627,3.341902314,4.241645244,2.956298201,2.0,0.0,0.0,0.0,43.76915167,35.24858936,3.213367609,7.326478149,0.514138817,0
9.090909091,3.03030303,12.12121212,2.272727273,10.60606061,7.575757576,6.818181818,5.303030303,3.03030303,11.0,0.0001097333479644,1.7029245610736263e-05,0.0011132542134378,19.88787879,-0.282648305,1.515151515,2.272727273,0.757575758,1
1.923076923,5.128205128,5.769230769,3.846153846,3.846153846,5.769230769,3.846153846,6.41025641,5.128205128,0.0,0.0,0.0,0.0,38.97826923,5.674788261,6.41025641,8.333333333,0.641025641,0
13.51351351,2.702702703,4.054054054,1.351351351,2.702702703,2.702702703,5.405405405,5.405405405,1.351351351,0.0,0.0,0.0,0.0,51.09054054,-4.398514164,4.054054054,10.81081081,1.351351351,0
3.0,1.0,1.0,2.0,9.0,4.0,4.0,0.0,1.0,0.0,5.48666739822232e-05,0.0,2.553355109003847e-07,63.772,8.685469493,10.0,6.0,3.0,1
1.416430595,2.549575071,4.249291785,2.266288952,7.082152975,2.266288952,2.266288952,11.04815864,4.249291785,0.0,0.0,0.0,0.0,41.21759207,15.53243359,5.099150142,8.498583569,2.83286119,0
8.791208791,5.769230769,5.21978022,0.824175824,5.21978022,7.692307692,2.747252747,3.021978022,3.571428571,2.0,0.0,0.0,0.0,40.23324176,6.83558611,6.593406593,8.516483516,1.923076923,1
6.546489564,3.937381404,5.64516129,1.850094877,4.886148008,8.064516129,3.605313093,2.941176471,3.130929791,2.0,0.0,0.0,0.0,60.39274668,29.48233238,8.159392789,14.65844402,0.664136622,0
10.16949153,2.118644068,5.93220339,1.271186441,7.203389831,6.355932203,8.898305085,3.813559322,3.389830508,6.0,0.0002743333699111,2.154732758964093e-05,0.0020841532851544,51.58521186,-21.29108587,8.474576271,6.355932203,1.694915254,1
2.173913043,1.358695652,0.27173913,0.815217391,7.608695652,8.695652174,2.445652174,1.902173913,1.630434783,0.0,0.0,0.0,0.0,55.37092391,23.10037012,6.793478261,5.163043478,2.173913043,1
5.988023952,5.089820359,8.682634731,3.592814371,7.185628743,5.988023952,6.586826347,6.886227545,2.694610778,4.0,0.0003292000438933,0.0001715463701325,0.001842558549275,40.44437126,0.010947723,6.28742515,7.784431138,0.898203593,1
7.547169811,2.935010482,10.06289308,2.306079665,3.5639413,19.49685535,3.983228512,4.192872117,2.935010482,0.0,0.0,0.0,0.0,25.84297694,5.728265385,9.433962264,6.498951782,0.838574423,0
9.589041096,4.965753425,8.904109589,3.424657534,4.623287671,5.479452055,6.164383562,3.767123288,6.164383562,0.0,0.0,0.0,0.0,53.07619863,-5.838518124,2.910958904,7.876712329,0.856164384,1
2.857142857,2.857142857,1.904761905,3.492063492,11.11111111,4.761904762,2.53968254,7.301587302,1.904761905,0.0,0.0,0.0,0.0,44.76838095,2.037797222,4.126984127,6.031746032,0.317460317,0
5.504587156,5.137614679,4.770642202,2.935779817,4.587155963,6.422018349,4.036697248,3.119266055,3.669724771,4.0,0.0,0.0,0.0,59.32974312,1.401735465,9.541284404,9.908256881,0.917431193,0
6.181818182,3.927272727,2.181818182,0.581818182,5.527272727,8.654545455,6.4,3.563636364,3.781818182,0.0,0.0,0.0,0.0,42.3188,-66.1196837,8.509090909,7.127272727,1.163636364,0
7.713498623,3.581267218,4.407713499,1.377410468,4.407713499,12.67217631,2.479338843,1.928374656,2.203856749,2.0,0.0,0.0,0.0,62.28652893,0.070189601,12.39669421,7.438016529,0.550964187,0
5.487804878,2.134146341,0.914634146,1.219512195,5.792682927,6.707317073,3.353658537,1.524390244,3.048780488,0.0,0.0,0.0,0.0,50.55731707,5.694202081,8.231707317,7.62195122,1.524390244,0
5.615942029,3.079710145,6.34057971,3.623188406,7.065217391,5.797101449,6.34057971,5.253623188,2.898550725,6.0,0.0069680675957423,0.0028886171410484,0.0378749022612996,49.19768116,2.389263829,5.434782609,8.695652174,0.724637681,1
4.761904762,5.194805195,5.194805195,2.164502165,8.658008658,7.142857143,4.978354978,6.70995671,3.67965368,0.0,0.0,0.0,0.0,36.22965368,-7.060032123,6.926406926,7.575757576,0.865800866,0
6.880733945,6.19266055,2.981651376,1.146788991,8.256880734,8.256880734,5.733944954,2.981651376,2.981651376,0.0,5.48666739822232e-05,0.0,1.333204492302157e-06,51.53692661,-16.52392731,5.04587156,8.027522936,0.688073394,1
5.357142857,2.678571429,0.595238095,1.488095238,7.142857143,7.142857143,3.869047619,3.869047619,5.357142857,0.0,0.0,0.0,0.0,46.61517857,-0.080201103,6.25,7.738095238,2.083333333,0
4.838709677,1.612903226,3.830645161,1.612903226,2.217741935,11.08870968,6.25,1.612903226,3.629032258,4.0,0.0,0.0,0.0,59.66552419,33.67777307,7.056451613,14.71774194,1.008064516,0
3.636363636,4.335664336,7.832167832,1.118881119,1.538461538,4.335664336,3.356643357,0.839160839,2.797202797,0.0,0.0,0.0,0.0,122.3037762,140.5004613,8.531468531,26.43356643,0.559440559,1
8.0,8.8,7.2,2.4,8.0,6.4,3.2,3.2,3.2,2.0,0.0001646000219466,8.787303457023824e-06,0.0010370419478789,41.88408,4.782376905,1.6,8.0,0.0,1
4.775280899,4.494382022,5.196629213,1.966292135,4.494382022,5.898876404,5.617977528,3.792134831,4.494382022,0.0,0.0,0.0,0.0,40.3005618,12.55915539,7.162921348,7.443820225,1.966292135,1
7.228915663,6.224899598,7.429718876,1.807228916,9.236947791,4.819277108,5.020080321,5.220883534,4.21686747,4.0,0.0001097333479644,1.9775274294792013e-06,0.0002598828785787,41.78433735,3.075706996,4.21686747,8.835341365,1.606425703,1
8.729281768,5.414364641,6.298342541,2.357274401,6.003683241,5.230202578,3.720073665,3.278084715,2.504604052,0.0,0.0,0.0,0.0,48.09588214,1.246864107,4.67771639,7.182320442,1.546961326,0
4.624277457,5.009633911,5.780346821,0.963391137,5.587668593,7.707129094,4.624277457,5.009633911,3.468208092,0.0,0.0,0.0,0.0,54.71657033,26.65326505,7.129094412,8.285163776,1.734104046,0
7.555555556,7.851851852,4.740740741,1.037037037,7.407407407,5.185185185,4.296296296,3.407407407,3.555555556,0.0,0.0,0.0,0.0,48.55392593,-3.13889084,5.925925926,6.518518519,1.037037037,0
3.571428571,4.523809524,0.0,0.952380952,2.142857143,7.380952381,4.761904762,0.952380952,4.523809524,0.0,0.0,0.0,0.0,57.83071429,1.471954217,8.571428571,8.571428571,1.19047619,0
13.10116086,9.12106136,8.126036484,1.326699834,3.482587065,6.965174129,2.985074627,1.658374793,2.985074627,2.0,0.0,0.0,0.0,58.88341625,-3.862496663,4.311774461,8.126036484,0.829187396,0
9.6069869,4.03930131,6.550218341,3.384279476,6.331877729,5.895196507,5.56768559,4.912663755,3.056768559,4.0,0.0,0.0,0.0,47.79097162,-44.43044149,6.113537118,7.641921397,1.419213974,0
5.797101449,5.797101449,9.661835749,1.93236715,7.246376812,6.763285024,3.8647343,2.898550725,2.898550725,0.0,0.0,0.0,0.0,46.02661836,18.88935129,4.347826087,5.314009662,0.483091787,0
7.381370826,6.502636204,8.611599297,4.217926186,4.393673111,3.690685413,4.569420035,5.799648506,3.339191564,0.0,0.0,0.0,0.0,54.6745167,14.39260675,4.217926186,6.678383128,0.878734622,0
6.818181818,2.556818182,5.965909091,2.840909091,5.965909091,8.238636364,3.409090909,5.113636364,3.409090909,2.0,0.0,0.0,0.0,51.83892045,0.879083929,8.806818182,7.954545455,3.125,0
8.216432866,2.404809619,13.0260521,1.20240481,3.006012024,6.412825651,2.204408818,5.01002004,4.408817635,2.0,0.0,0.0,0.0,41.20961924,37.39691598,4.208416834,5.811623246,0.801603206,0
4.621848739,8.403361345,1.680672269,1.260504202,6.722689076,11.34453782,5.672268908,1.260504202,1.050420168,2.0,0.0024690003292,0.0003493885692418,0.0126066738252284,43.66344538,-6.319254859,7.983193277,5.042016807,2.31092437,1
3.179190751,2.023121387,3.468208092,5.49132948,7.225433526,4.046242775,2.601156069,11.2716763,4.624277457,0.0,0.0,0.0,0.0,40.59023121,1.100778205,2.601156069,9.537572254,0.578034682,1
8.261405672,5.42540074,4.808877928,1.233045623,5.672009864,7.891491985,4.315659679,2.096177559,2.096177559,0.0,0.0,0.0,0.0,59.06078915,-9.601776431,7.768187423,10.60419236,0.246609125,1
2.572347267,2.250803859,2.250803859,3.215434084,9.324758842,5.78778135,1.607717042,11.25401929,2.572347267,0.0,0.0,0.0,0.0,30.80106109,6.63567589,4.823151125,5.466237942,0.643086817,0
5.729166667,4.6875,8.854166667,2.083333333,10.41666667,6.770833333,4.6875,8.333333333,6.25,16.0,0.0018106002414133,0.0001353197912331,0.005452208207366,27.97135417,12.76717546,2.083333333,5.208333333,1.041666667,1
6.081081081,3.513513514,7.702702703,3.243243243,6.351351351,6.216216216,4.324324324,7.297297297,2.567567568,4.0,0.0,0.0,0.0,39.77409459,16.30507679,3.648648649,6.486486486,1.486486486,0
7.925801012,7.41989882,4.384485666,2.023608769,3.541315346,5.902192243,3.70994941,3.204047218,2.698145025,0.0,0.0,0.0,0.0,66.6222597,2.771820814,9.949409781,8.768971332,1.854974705,0
7.85440613,6.130268199,4.406130268,3.831417625,4.406130268,4.597701149,4.980842912,5.938697318,4.022988506,4.0,0.0032371337649511,0.0017352492699533,0.0082357498904744,59.91113027,-11.5954008,5.363984674,6.513409962,0.383141762,1
8.571428571,4.761904762,7.619047619,9.523809524,3.80952381,1.904761905,0.0,1.904761905,7.619047619,2.0,0.0,0.0,0.0,81.29428571,5.682034224,8.571428571,9.523809524,0.952380952,0
6.736842105,3.578947368,4.421052632,0.947368421,9.368421053,7.368421053,6.210526316,3.789473684,3.894736842,0.0,0.0,0.0,0.0,36.66115789,-36.9449666,6.842105263,9.368421053,0.736842105,1
8.256880734,4.036697248,4.95412844,1.28440367,8.440366972,7.706422018,5.688073394,2.201834862,2.201834862,2.0,0.0,0.0,0.0,43.75412844,-1.733194206,7.706422018,4.95412844,1.467889908,0
6.109979633,4.073319756,3.66598778,1.425661914,8.961303462,9.16496945,4.684317719,3.054989817,1.425661914,2.0,0.0,0.0,0.0,43.73443992,5.463780176,8.757637475,5.49898167,2.240325866,0
5.309734513,2.433628319,5.973451327,3.982300885,5.973451327,5.309734513,7.522123894,8.628318584,5.309734513,2.0,0.0,0.0,0.0,39.94692478,-3.510037016,3.097345133,7.743362832,0.442477876,1
4.545454545,2.424242424,2.424242424,0.606060606,7.575757576,8.787878788,1.818181818,2.727272727,1.212121212,0.0,0.0,0.0,0.0,56.00309091,16.9549894,5.454545455,6.363636364,1.818181818,1
11.84041184,4.247104247,6.821106821,2.187902188,3.603603604,5.019305019,5.019305019,3.603603604,4.375804376,0.0,0.0,0.0,0.0,62.23827542,-29.93439013,8.494208494,8.622908623,0.514800515,0
14.73214286,5.357142857,11.60714286,4.017857143,2.678571429,6.696428571,6.25,4.464285714,4.017857143,4.0,0.0009327334576977,0.0004865134624819,0.0017395012899286,47.89017857,-15.24489307,4.017857143,4.017857143,0.446428571,1
4.501607717,5.466237942,3.215434084,2.250803859,10.28938907,7.717041801,3.536977492,3.8585209,3.215434084,2.0,0.0,0.0,0.0,39.82186495,4.795433354,5.144694534,7.073954984,0.0,1
6.301369863,6.02739726,3.01369863,2.191780822,6.02739726,7.945205479,6.575342466,3.561643836,1.095890411,2.0,0.0,0.0,0.0,36.9570137,-7.698298703,4.383561644,6.575342466,3.01369863,0
7.558733401,4.545454545,7.201225741,1.174668029,5.005107252,4.954034729,5.873340143,4.392236977,4.085801839,2.0,0.0002194666959288,0.0001117632164176,0.0002282253574156,57.35975485,6.902027866,6.486210419,13.38100102,0.868232891,1
7.568438003,4.830917874,7.085346216,1.93236715,5.314009662,4.025764895,4.508856683,4.99194847,5.152979066,2.0,0.0003292000438933,4.86911613109429e-06,0.0027757159228434,44.12916264,2.538242307,3.703703704,8.85668277,1.449275362,1
6.62139219,3.565365025,5.942275042,2.20713073,7.130730051,5.263157895,4.584040747,4.244482173,3.904923599,2.0,0.0001097333479644,0.0,0.001184274073437,40.97487267,-4.144937398,3.904923599,8.149405772,1.697792869,1
9.87109905,5.461329715,5.325644505,1.322930801,4.681139756,8.175033921,5.597014925,2.035278155,1.696065129,2.0,0.0,0.0,0.0,65.56407734,-178.4734651,12.21166893,10.24423338,0.474898236,0
0.0,0.0,5.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.025,2.758083612,5.0,25.0,0.0,0
4.015296367,4.780114723,5.736137667,2.868068834,8.79541109,6.309751434,5.162523901,4.971319312,3.250478011,0.0,0.0,0.0,0.0,41.84302103,3.426704077,4.780114723,7.07456979,2.103250478,0
5.241605242,5.323505324,6.797706798,1.228501229,5.405405405,8.5995086,2.948402948,3.43980344,4.258804259,0.0,0.0,0.0,0.0,52.01313677,46.97097107,6.224406224,9.009009009,1.965601966,0
5.415162455,1.444043321,6.137184116,3.249097473,8.303249097,9.025270758,5.415162455,5.054151625,3.971119134,4.0,0.0004389333918577,3.09330674424415e-06,0.0007086710761028,24.46425993,0.820501817,4.332129964,6.137184116,0.0,1
1.547987616,1.547987616,3.095975232,3.095975232,10.83591331,2.786377709,3.095975232,9.287925697,2.786377709,0.0,0.0,0.0,0.0,40.02947368,6.013737002,3.715170279,11.45510836,0.92879257,0
7.953340403,3.393425239,8.377518558,1.908801697,6.786850477,6.362672322,6.362672322,6.362672322,2.226935313,2.0,0.0,0.0,0.0,42.33648993,-9.33172821,3.181336161,7.847295864,1.378579003,0
3.272727273,5.454545455,2.909090909,1.818181818,9.818181818,8.363636364,5.454545455,4.0,2.545454545,0.0,0.0001097333479644,1.869328820450498e-06,0.0001243370808093,46.43203636,-1.50977842,9.454545455,4.0,3.272727273,1
5.574912892,4.413472706,7.084785134,2.671312427,5.110336818,6.387921022,4.994192799,4.761904762,4.87804878,0.0,0.0,0.0,0.0,46.80150987,13.40703575,8.013937282,7.781649245,0.929152149,0
7.421875,5.859375,7.421875,1.171875,4.6875,5.859375,5.859375,4.296875,3.90625,2.0,0.0,0.0,0.0,45.81800781,-0.95523972,7.8125,4.296875,3.515625,0
6.25,3.571428571,5.357142857,1.785714286,6.25,8.928571429,3.571428571,1.785714286,2.678571429,0.0,0.0,0.0,0.0,22.97232143,-2.42113384,3.571428571,9.821428571,0.892857143,0
4.47667087,5.926860025,3.026481715,2.522068096,4.72887768,8.827238335,4.035308953,2.080706179,3.15258512,4.0,0.0001646000219466,2.06894277597317e-06,0.000388446238187,64.02698613,-1.654569821,10.97099622,11.85372005,0.25220681,1
6.734006734,3.703703704,11.78451178,3.703703704,7.070707071,6.397306397,5.050505051,4.377104377,4.377104377,13.0,0.0003840667178755,0.0001235704010313,5.8383233177758616e-05,38.68888889,23.91345827,3.03030303,3.367003367,0.336700337,1
8.923076923,5.846153846,4.923076923,1.538461538,3.076923077,8.0,3.692307692,3.692307692,1.538461538,0.0,0.0,0.0,0.0,55.68307692,-4.863096154,7.076923077,12.0,1.538461538,0
7.865168539,4.868913858,6.554307116,1.498127341,5.617977528,7.865168539,3.558052434,2.434456929,1.310861423,2.0,0.0,0.0,0.0,44.0741573,23.01444062,3.93258427,8.61423221,1.123595506,0
7.713125846,4.059539919,7.036535859,2.706359946,7.171853857,5.953991881,5.683355886,4.871447903,3.382949932,6.0,0.0004389333918577,0.0001092438456761,0.0010767872855,48.85481732,-2.181606857,5.277401894,5.818673884,0.541271989,1
8.417508418,2.356902357,4.713804714,2.02020202,8.417508418,8.417508418,4.377104377,1.683501684,1.683501684,2.0,0.0,0.0,0.0,49.27410774,-0.694056159,6.060606061,7.744107744,2.356902357,0
5.80075662,3.656998739,6.683480454,3.278688525,5.926860025,3.783102144,5.044136192,5.674653216,4.918032787,0.0,0.0002743333699111,1.481478631496626e-05,0.0001732491540852,43.64881463,6.797827497,3.278688525,8.196721311,1.387137453,1
3.311258278,2.649006623,11.9205298,1.324503311,6.622516556,5.298013245,4.635761589,5.960264901,1.986754967,16.0,0.0001646000219466,4.55250394071228e-06,8.983132994636475e-05,51.00264901,19.93400724,5.298013245,7.284768212,1.324503311,1
