UniProt_ID,Gene_Name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Hydrophobicity,PCP_Charge,SER_Entropy,Aromaticity,Protein_Length,Subcellular_Loc_Code,Label
Q86V81,ALYREF,11.284046692607005,0.0,7.003891050583658,2.3346303501945527,2.7237354085603114,19.844357976653697,1.1673151750972763,2.7237354085603114,4.280155642023346,6.22568093385214,2.7237354085603114,4.280155642023346,3.501945525291829,5.447470817120623,12.45136186770428,5.447470817120623,3.11284046692607,3.501945525291829,0.38910505836575876,1.556420233463035,-0.8190661478599222,0.07509727626459142,3.80241446884951,4.669260700389105,257.0,1.0,1
Q8NE71,ABCF1,7.337278106508875,0.9467455621301776,5.44378698224852,12.42603550295858,2.72189349112426,6.7455621301775155,1.6568047337278107,3.5502958579881656,11.95266272189349,9.349112426035502,1.7751479289940828,3.3136094674556213,5.088757396449704,6.7455621301775155,5.325443786982249,4.142011834319527,3.9053254437869818,4.85207100591716,0.591715976331361,2.130177514792899,-0.9537278106508875,-0.0042603550295858,4.020785261840509,5.44378698224852,845.0,1.0,1
P60006,ANAPC15,2.479338842975207,0.8264462809917356,17.355371900826448,19.00826446280992,2.479338842975207,2.479338842975207,1.6528925619834711,2.479338842975207,1.6528925619834711,5.785123966942149,4.958677685950414,5.785123966942149,4.958677685950414,9.090909090909092,1.6528925619834711,5.785123966942149,3.3057851239669422,4.132231404958678,2.479338842975207,1.6528925619834711,-1.4537190082644629,-0.32892561983471075,3.813967203970519,6.6115702479338845,121.0,0.0,1
Q9NY61,AATF,6.607142857142858,0.35714285714285715,9.642857142857144,11.428571428571429,3.571428571428571,6.964285714285714,2.3214285714285716,2.857142857142857,7.678571428571429,10.357142857142858,1.7857142857142856,1.9642857142857142,5.0,4.642857142857143,6.428571428571428,8.035714285714286,3.9285714285714284,3.9285714285714284,0.8928571428571428,1.607142857142857,-0.9114285714285715,-0.06732142857142856,4.013254459942681,6.071428571428571,560.0,1.0,1
Q9H981,ACTR8,5.929487179487179,2.403846153846154,5.769230769230769,6.089743589743589,2.564102564102564,7.371794871794872,3.685897435897436,6.089743589743589,6.25,9.935897435897436,2.8846153846153846,3.0448717948717947,4.967948717948718,6.41025641025641,5.929487179487179,6.891025641025641,4.326923076923077,4.967948717948718,1.6025641025641024,2.8846153846153846,-0.4671474358974359,0.0068910256410256426,4.201627895756217,7.051282051282051,624.0,1.0,1
Q13685,AAMP,7.603686635944701,2.7649769585253456,8.064516129032258,9.44700460829493,2.995391705069124,9.90783410138249,2.5345622119815667,2.3041474654377883,3.4562211981566824,9.216589861751153,1.6129032258064515,1.6129032258064515,4.838709677419355,3.4562211981566824,2.995391705069124,7.142857142857142,7.142857142857142,9.216589861751153,2.5345622119815667,1.1520737327188941,-0.2414746543778802,-0.10806451612903226,4.059226118671487,6.682027649769585,434.0,2.0,1
Q8WYP5,AHCTF1,5.3839364518976165,1.4563106796116505,4.633715798764342,8.164165931156223,2.912621359223301,4.7219770520741395,1.7652250661959399,4.545454545454546,6.575463371579876,10.54721977052074,1.4563106796116505,4.192409532215358,5.781112091791703,5.075022065313328,5.3839364518976165,10.85613415710503,6.2665489849955875,7.325684024713151,0.9267431597528684,2.0300088261253313,-0.44876434245366287,-0.006619593998234776,4.093594997293241,5.8693733451015,2266.0,1.0,1
P61163,ACTR1A,6.382978723404255,0.5319148936170213,5.585106382978723,8.24468085106383,5.319148936170213,7.446808510638298,2.393617021276596,7.446808510638298,6.117021276595745,8.24468085106383,2.393617021276596,2.393617021276596,5.053191489361701,2.6595744680851063,6.648936170212766,7.446808510638298,3.9893617021276597,6.648936170212766,1.0638297872340425,3.9893617021276597,-0.28457446808510645,-0.00824468085106383,4.132637671944177,10.372340425531915,376.0,1.0,1
P30520,ADSS2,7.017543859649122,1.5350877192982455,5.263157894736842,6.578947368421052,4.166666666666666,10.964912280701753,1.7543859649122806,6.359649122807018,6.359649122807018,8.552631578947368,1.7543859649122806,4.605263157894736,4.605263157894736,4.385964912280701,4.605263157894736,3.508771929824561,4.824561403508771,8.771929824561402,1.0964912280701753,3.289473684210526,-0.17828947368421055,-0.00701754385964912,4.131033660690955,8.552631578947368,456.0,1.0,1
Q9H8T0,AKTIP,6.506849315068493,0.684931506849315,4.794520547945205,5.136986301369863,5.136986301369863,4.10958904109589,2.73972602739726,3.767123287671233,8.561643835616438,6.8493150684931505,1.7123287671232876,3.0821917808219177,9.58904109589041,3.767123287671233,4.4520547945205475,8.21917808219178,5.821917808219178,8.904109589041095,2.054794520547945,4.10958904109589,-0.4431506849315069,0.03356164383561643,4.141880492313725,11.301369863013697,292.0,1.0,1
Q9GZN1,ACTR6,3.535353535353535,2.0202020202020203,6.313131313131313,8.585858585858585,5.808080808080808,5.303030303030303,2.0202020202020203,8.333333333333332,5.808080808080808,7.07070707070707,2.525252525252525,5.808080808080808,4.292929292929292,4.040404040404041,4.292929292929292,5.808080808080808,4.545454545454546,7.828282828282829,0.7575757575757576,5.303030303030303,-0.2972222222222222,-0.04595959595959596,4.180680543242275,11.868686868686869,396.0,1.0,1
Q5JTZ9,AARS2,10.558375634517766,1.8274111675126905,4.873096446700507,6.598984771573605,2.6395939086294415,8.527918781725887,2.33502538071066,2.33502538071066,2.33502538071066,12.284263959390863,2.131979695431472,1.9289340101522845,5.583756345177665,6.192893401015229,7.5126903553299496,5.98984771573604,4.974619289340102,8.223350253807107,1.4213197969543148,1.7258883248730965,-0.1636548223350254,-0.013908629441624366,4.044869436475137,5.786802030456853,985.0,1.0,1
Q9UKV3,ACIN1,6.114839671886651,0.5219985085756897,4.847129008202834,14.839671886651754,0.8948545861297539,4.77255779269202,2.162565249813572,2.3117076808351977,7.158836689038031,6.86055182699478,1.0439970171513795,1.4168530947054436,8.128262490678598,5.369127516778524,11.185682326621924,11.334824757643549,5.29455630126771,4.548844146159582,0.5965697240865026,0.5965697240865026,-1.3445190156599554,-0.01126025354213274,3.8608957347704798,2.087994034302759,1341.0,1.0,1
Q86XL3,ANKLE2,8.742004264392325,1.5991471215351813,5.543710021321962,8.102345415778252,2.9850746268656714,6.396588486140725,2.345415778251599,2.6652452025586353,5.863539445628998,9.914712153518124,1.3859275053304905,3.518123667377399,7.889125799573561,3.091684434968017,7.356076759061833,8.635394456289978,4.477611940298507,5.437100213219616,1.1727078891257996,2.878464818763326,-0.6116204690831557,-0.001918976545842218,4.102972577584452,7.036247334754798,938.0,2.0,1
Q9UJX5,ANAPC4,5.693069306930694,1.7326732673267329,4.9504950495049505,8.53960396039604,4.826732673267327,3.9603960396039604,2.103960396039604,4.702970297029703,6.311881188118812,12.623762376237623,2.599009900990099,4.207920792079208,3.5891089108910887,3.5891089108910887,4.3316831683168315,9.405940594059405,5.569306930693069,6.435643564356436,1.4851485148514851,3.341584158415842,-0.20581683168316833,-0.026361386138613864,4.134730700662332,9.653465346534654,808.0,1.0,1
P61221,ABCE1,6.176961602671119,2.8380634390651087,6.010016694490818,6.176961602671119,4.006677796327212,6.010016694490818,1.5025041736227045,7.345575959933222,8.848080133555927,9.515859766277128,2.5041736227045077,3.8397328881469113,5.175292153589315,4.006677796327212,4.841402337228715,5.008347245409015,5.008347245409015,7.512520868113523,0.333889816360601,3.33889816360601,-0.19098497495826378,0.01652754590984975,4.152638813820928,7.6794657762938225,599.0,1.0,1
Q9UJX4,ANAPC5,9.801324503311259,1.5894039735099337,3.8410596026490067,7.28476821192053,3.576158940397351,4.105960264900662,3.576158940397351,3.708609271523179,5.960264900662252,15.099337748344372,2.913907284768212,4.23841059602649,2.5165562913907285,6.622516556291391,4.105960264900662,7.9470198675496695,3.1788079470198674,5.827814569536424,0.7947019867549668,3.3112582781456954,-0.13682119205298016,-0.007019867549668873,4.072554222460741,7.682119205298013,755.0,1.0,1
Q9UJX6,ANAPC2,6.81265206812652,1.824817518248175,6.082725060827251,9.367396593673966,3.2846715328467155,5.109489051094891,1.4598540145985401,3.64963503649635,3.5279805352798053,13.260340632603407,2.3114355231143553,1.824817518248175,4.744525547445255,4.987834549878346,8.51581508515815,7.542579075425791,4.13625304136253,7.0559610705596105,1.70316301703163,2.798053527980535,-0.3154501216545012,-0.03260340632603406,4.0800194970567425,7.785888077858881,822.0,0.0,1
P61160,ACTR2,4.314720812182741,1.2690355329949239,5.32994923857868,8.121827411167512,4.060913705583756,8.121827411167512,2.030456852791878,6.345177664974619,6.345177664974619,10.406091370558377,3.0456852791878175,3.807106598984772,4.314720812182741,2.7918781725888326,6.345177664974619,3.807106598984772,5.583756345177665,9.137055837563452,0.7614213197969544,4.060913705583756,-0.18477157360406093,-0.005583756345177665,4.1295883975686225,8.883248730964468,394.0,1.0,1
O75340,PDCD6,5.7591623036649215,0.5235602094240838,9.424083769633508,2.6178010471204187,7.329842931937172,8.37696335078534,0.5235602094240838,6.806282722513089,3.1413612565445024,5.7591623036649215,2.094240837696335,4.18848167539267,3.664921465968586,7.329842931937172,7.329842931937172,7.329842931937172,4.712041884816754,6.282722513089005,2.6178010471204187,4.18848167539267,-0.40471204188481674,-0.015183246073298429,4.109297136746321,14.136125654450263,191.0,2.0,1
Q9Y4W6,AFG3L2,6.900878293601004,1.0037641154328731,5.395232120451694,7.65370138017566,4.893350062735257,10.28858218318695,1.0037641154328731,4.767879548306149,7.779171894604768,10.163111668757843,1.7565872020075282,3.3877038895859477,5.018820577164367,3.5131744040150563,6.398996235884567,4.1405269761606025,5.395232120451694,6.775407779171895,1.3801756587202008,2.3839397741530743,-0.3524466750313677,0.0122961104140527,4.094618177755404,8.657465495608532,797.0,1.0,1
Q9UM13,ANAPC10,2.7027027027027026,1.6216216216216217,5.405405405405405,4.864864864864865,3.2432432432432434,5.405405405405405,3.2432432432432434,7.027027027027027,5.9459459459459465,5.9459459459459465,2.7027027027027026,4.864864864864865,6.486486486486487,5.9459459459459465,7.027027027027027,7.567567567567568,9.18918918918919,5.9459459459459465,1.6216216216216217,3.2432432432432434,-0.6735135135135135,0.030270270270270273,4.1962927902443345,8.108108108108109,185.0,0.0,1
O96019,ACTL6A,6.293706293706294,2.097902097902098,5.361305361305361,6.526806526806526,3.7296037296037294,8.857808857808857,2.097902097902098,5.361305361305361,4.895104895104895,7.226107226107226,3.9627039627039626,4.195804195804196,5.128205128205128,4.195804195804196,4.428904428904429,6.993006993006993,6.293706293706294,7.459207459207459,1.3986013986013985,3.4965034965034967,-0.2680652680652681,-0.023543123543123542,4.209881626600791,8.624708624708624,429.0,1.0,1
P17707,AMD1,4.491017964071856,2.095808383233533,6.287425149700598,5.688622754491018,7.48502994011976,4.790419161676647,1.1976047904191618,5.089820359281437,6.287425149700598,7.784431137724551,3.592814371257485,3.592814371257485,4.491017964071856,5.9880239520958085,4.491017964071856,9.580838323353294,6.287425149700598,5.688622754491018,1.1976047904191618,3.8922155688622757,-0.33832335329341323,-0.010778443113772459,4.186168698549244,12.574850299401197,334.0,0.0,1
Q9H553,ALG2,7.211538461538461,2.8846153846153846,5.528846153846153,6.971153846153847,5.288461538461538,5.769230769230769,2.644230769230769,3.6057692307692304,5.528846153846153,12.5,1.6826923076923077,1.6826923076923077,5.048076923076923,3.125,6.490384615384616,6.25,3.8461538461538463,9.134615384615383,1.201923076923077,3.6057692307692304,-0.03365384615384617,-0.002163461538461536,4.122812012139812,10.096153846153847,416.0,2.0,1
Q9BT22,ALG1,6.25,3.0172413793103448,4.310344827586207,5.603448275862069,4.525862068965517,6.4655172413793105,3.8793103448275863,2.3706896551724137,3.8793103448275863,15.948275862068966,2.8017241379310347,3.2327586206896552,5.387931034482758,3.8793103448275863,5.603448275862069,6.4655172413793105,3.4482758620689653,7.974137931034483,2.586206896551724,2.3706896551724137,0.04999999999999997,-0.0004310344827586212,4.127257404784559,9.482758620689655,464.0,2.0,1
Q9Y3D8,AK6,2.3255813953488373,1.744186046511628,8.13953488372093,12.209302325581394,2.9069767441860463,6.395348837209303,2.3255813953488373,6.395348837209303,5.813953488372093,11.046511627906977,1.1627906976744187,5.813953488372093,3.488372093023256,4.069767441860465,4.069767441860465,2.9069767441860463,5.232558139534884,6.976744186046512,1.744186046511628,5.232558139534884,-0.5779069767441861,-0.10232558139534885,4.086623388706133,9.883720930232558,172.0,1.0,1
Q9UIJ7,AK3,6.607929515418502,0.0,5.726872246696035,5.726872246696035,3.0837004405286343,6.607929515418502,1.762114537444934,6.167400881057269,7.048458149779736,11.013215859030836,1.762114537444934,3.0837004405286343,6.167400881057269,4.845814977973569,6.167400881057269,4.845814977973569,7.929515418502203,6.607929515418502,1.3215859030837005,3.524229074889868,-0.3519823788546256,0.019383259911894272,4.094166007150864,7.929515418502203,227.0,1.0,1
O75027,ABCB7,9.840425531914894,0.6648936170212766,4.122340425531915,4.521276595744681,3.9893617021276597,7.9787234042553195,2.6595744680851063,5.851063829787234,5.585106382978723,10.638297872340425,2.5265957446808507,4.388297872340425,3.0585106382978724,3.856382978723404,5.319148936170213,6.914893617021277,5.718085106382978,7.9787234042553195,1.3297872340425532,3.0585106382978724,-0.005186170212765974,0.025265957446808516,4.122978059611519,8.377659574468085,752.0,1.0,1
P30566,ADSL,8.057851239669422,2.6859504132231407,5.991735537190083,6.8181818181818175,4.132231404958678,4.958677685950414,2.6859504132231407,5.371900826446281,5.371900826446281,11.363636363636363,3.3057851239669422,2.479338842975207,3.71900826446281,5.578512396694215,7.024793388429752,6.198347107438017,5.371900826446281,5.785123966942149,1.0330578512396695,2.066115702479339,-0.23739669421487605,-0.0014462809917355382,4.1650392817302535,7.231404958677685,484.0,0.0,1
Q2TAA5,ALG11,5.08130081300813,2.8455284552845526,3.2520325203252036,5.284552845528456,6.097560975609756,7.317073170731707,2.642276422764228,6.300813008130081,5.894308943089431,11.991869918699187,2.2357723577235773,4.67479674796748,4.0650406504065035,3.4552845528455287,4.471544715447155,6.504065040650407,3.6585365853658534,8.739837398373984,1.4227642276422763,4.0650406504065035,0.14552845528455283,0.020934959349593493,4.167748866299514,11.585365853658537,492.0,2.0,1
P53396,ACLY,8.174386920980927,1.4532243415077202,5.358764759309718,5.722070844686648,3.9963669391462306,9.264305177111716,2.2706630336058127,6.993642143505904,6.539509536784741,8.174386920980927,3.088101725703906,3.178928247048138,5.267938237965486,2.997275204359673,4.35967302452316,5.540417801998183,5.722070844686648,7.266121707538602,0.9990917347865577,3.633060853769301,-0.1052679382379655,0.0004541326067211615,4.163011510272095,8.628519527702089,1101.0,1.0,1
Q9H1A4,ANAPC1,5.967078189300412,1.954732510288066,4.218106995884774,6.224279835390947,3.446502057613169,5.555555555555555,3.446502057613169,4.526748971193416,4.063786008230453,12.654320987654321,2.9320987654320985,4.11522633744856,6.172839506172839,4.269547325102881,4.166666666666666,9.825102880658436,5.349794238683128,6.738683127572016,1.286008230452675,3.0864197530864197,-0.12788065843621402,-0.018672839506172843,4.15431113936724,7.818930041152264,1944.0,0.0,1
Q99798,ACO2,7.6923076923076925,1.6666666666666667,5.897435897435897,5.512820512820513,2.6923076923076925,9.615384615384617,3.4615384615384617,7.435897435897436,7.051282051282051,8.846153846153847,1.4102564102564104,4.487179487179487,5.512820512820513,3.717948717948718,4.358974358974359,5.128205128205128,5.769230769230769,5.641025641025641,1.153846153846154,2.9487179487179485,-0.33525641025641023,0.003461538461538461,4.152842795967285,6.794871794871795,780.0,1.0,1
P60709,ACTB,7.733333333333333,1.6,6.133333333333333,6.933333333333333,3.4666666666666663,7.466666666666668,2.4,7.466666666666668,5.066666666666666,7.199999999999999,4.533333333333333,2.4,5.066666666666666,3.2,4.8,6.666666666666667,6.933333333333333,5.866666666666666,1.0666666666666667,4.0,-0.19973333333333335,-0.029599999999999998,4.184326007019632,8.533333333333333,375.0,1.0,1
Q96F25,ALG14,6.018518518518518,2.314814814814815,3.7037037037037033,3.7037037037037033,2.7777777777777777,5.092592592592593,2.7777777777777777,8.333333333333332,4.166666666666666,12.037037037037036,2.7777777777777777,2.314814814814815,5.092592592592593,1.3888888888888888,6.018518518518518,9.722222222222223,4.62962962962963,11.11111111111111,1.8518518518518516,4.166666666666666,0.40185185185185185,0.030555555555555555,4.085219903488311,8.796296296296296,216.0,2.0,1
Q9NP73,ALG13,6.068601583113456,2.7264731750219875,3.95778364116095,5.980650835532102,3.0782761653474053,6.948109058927001,3.16622691292876,3.16622691292876,5.013192612137203,7.12401055408971,2.638522427440633,4.485488126649076,10.378188214599824,4.925241864555849,3.781882145998241,9.146877748460861,4.661389621811785,6.156552330694811,0.5277044854881267,6.068601583113456,-0.5420404573438875,-0.008267370272647317,4.165460918636216,9.674582233948989,1137.0,2.0,1
P23526,AHCY,9.027777777777777,2.314814814814815,6.018518518518518,6.25,2.5462962962962963,8.564814814814815,2.5462962962962963,7.4074074074074066,6.712962962962964,8.796296296296296,3.7037037037037033,4.62962962962963,3.7037037037037033,3.009259259259259,3.935185185185185,3.2407407407407405,5.555555555555555,7.175925925925926,1.3888888888888888,3.4722222222222223,-0.10208333333333333,-0.013657407407407408,4.166531571043492,7.4074074074074066,432.0,1.0,1
Q96EY9,ADAT3,14.529914529914532,2.849002849002849,5.413105413105413,5.413105413105413,3.133903133903134,6.552706552706552,3.133903133903134,0.5698005698005698,1.9943019943019942,11.11111111111111,1.9943019943019942,0.5698005698005698,10.541310541310542,3.9886039886039883,9.401709401709402,4.843304843304843,3.133903133903134,7.977207977207977,1.1396011396011396,1.7094017094017095,-0.18632478632478633,0.008831908831908831,3.9205939631873106,5.982905982905983,351.0,0.0,1
Q9NZ32,ACTR10,5.515587529976019,2.3980815347721824,3.8369304556354913,7.194244604316546,3.597122302158273,7.434052757793765,1.9184652278177456,6.71462829736211,5.995203836930456,12.470023980815348,2.158273381294964,3.597122302158273,6.954436450839328,2.877697841726619,5.0359712230215825,5.995203836930456,4.796163069544365,7.673860911270983,0.7194244604316548,3.117505995203837,-0.004796163069544387,0.0019184652278177482,4.1225019057209025,7.434052757793765,417.0,1.0,1
O75964,ATP5MG,10.679611650485436,0.0,0.9708737864077669,5.825242718446602,3.8834951456310676,5.825242718446602,0.0,6.796116504854369,7.766990291262135,8.737864077669903,1.9417475728155338,3.8834951456310676,5.825242718446602,3.8834951456310676,3.8834951456310676,3.8834951456310676,6.796116504854369,12.62135922330097,1.9417475728155338,4.854368932038835,0.24271844660194175,0.04854368932038835,3.9667847645613805,10.679611650485436,103.0,1.0,1
P56134,ATP5MF,4.25531914893617,2.127659574468085,2.127659574468085,4.25531914893617,5.319148936170213,7.446808510638298,3.1914893617021276,5.319148936170213,10.638297872340425,9.574468085106384,3.1914893617021276,2.127659574468085,5.319148936170213,1.0638297872340425,5.319148936170213,9.574468085106384,1.0638297872340425,7.446808510638298,1.0638297872340425,9.574468085106384,-0.1691489361702128,0.09893617021276595,4.043327555946821,15.957446808510639,94.0,1.0,1
P48047,ATP5PO,8.450704225352112,0.9389671361502347,1.4084507042253522,6.572769953051644,2.3474178403755865,5.164319248826291,0.4694835680751174,4.694835680751173,8.450704225352112,10.7981220657277,2.8169014084507045,3.286384976525822,4.694835680751173,4.225352112676056,6.103286384976526,9.859154929577464,6.103286384976526,11.267605633802818,0.0,2.3474178403755865,-0.019718309859154935,0.06619718309859154,3.9595525538273555,4.694835680751173,213.0,1.0,1
P18859,ATP5PF,5.555555555555555,0.0,4.62962962962963,8.333333333333332,9.25925925925926,3.7037037037037033,0.9259259259259258,5.555555555555555,9.25925925925926,7.4074074074074066,2.7777777777777777,3.7037037037037033,4.62962962962963,6.481481481481481,7.4074074074074066,7.4074074074074066,3.7037037037037033,7.4074074074074066,0.0,1.8518518518518516,-0.4777777777777778,0.03796296296296296,4.017729263044744,11.11111111111111,108.0,1.0,1
O75947,ATP5PD,11.801242236024844,0.6211180124223602,6.211180124223603,10.559006211180124,3.1055900621118013,1.2422360248447204,0.6211180124223602,5.590062111801243,12.422360248447205,8.074534161490684,2.484472049689441,4.968944099378882,6.832298136645963,3.1055900621118013,1.8633540372670807,4.3478260869565215,3.7267080745341614,5.590062111801243,3.1055900621118013,3.7267080745341614,-0.5540372670807454,-0.02422360248447205,3.9934740740236743,9.937888198757763,161.0,1.0,1
Q06055,ATP5MC2,12.056737588652481,2.127659574468085,2.127659574468085,2.127659574468085,7.092198581560284,7.801418439716312,0.0,6.382978723404255,3.546099290780142,13.47517730496454,2.8368794326241136,0.7092198581560284,3.546099290780142,2.8368794326241136,3.546099290780142,15.602836879432624,5.673758865248227,7.092198581560284,0.0,1.4184397163120568,0.7780141843971632,0.028368794326241134,3.7890534423828814,8.51063829787234,141.0,1.0,1
P27449,ATP6V0C,14.838709677419354,0.0,1.935483870967742,2.5806451612903225,4.516129032258064,12.903225806451612,0.0,10.32258064516129,3.225806451612903,11.612903225806452,5.161290322580645,1.2903225806451613,2.5806451612903225,2.5806451612903225,1.935483870967742,9.67741935483871,2.5806451612903225,9.032258064516128,0.0,3.225806451612903,1.04,0.0064516129032258064,3.7159566300254756,7.741935483870968,155.0,1.0,1
P24539,ATP5PB,9.765625,0.390625,2.34375,6.640625,3.515625,5.078125,2.734375,5.46875,7.8125,10.15625,2.734375,3.125,4.6875,7.421875,4.296875,4.296875,5.078125,8.984375,0.390625,5.078125,-0.15859375,0.033984375,4.081738094449701,8.984375,256.0,1.0,1
Q16864,ATP6V1F,8.403361344537815,0.0,8.403361344537815,7.563025210084033,4.201680672268908,7.563025210084033,3.361344537815126,10.92436974789916,4.201680672268908,9.243697478991598,2.5210084033613445,5.042016806722689,3.361344537815126,3.361344537815126,7.563025210084033,2.5210084033613445,5.042016806722689,5.042016806722689,0.0,1.680672268907563,-0.2546218487394958,-0.03865546218487395,4.008730519243107,5.88235294117647,119.0,1.0,1
Q5T4W7,ARTN,13.636363636363635,4.090909090909091,1.8181818181818181,2.272727272727273,1.3636363636363635,10.909090909090908,1.8181818181818181,0.0,0.0,11.363636363636363,0.9090909090909091,0.45454545454545453,15.0,2.272727272727273,13.636363636363635,10.909090909090908,3.1818181818181817,4.090909090909091,1.8181818181818181,0.45454545454545453,-0.3190909090909091,0.09727272727272726,3.5643717617713606,3.6363636363636362,220.0,2.0,1
P18848,ATF4,6.267806267806268,1.4245014245014245,8.547008547008547,8.831908831908832,2.849002849002849,6.267806267806268,1.4245014245014245,2.2792022792022792,9.116809116809117,11.396011396011396,2.849002849002849,2.2792022792022792,8.262108262108262,3.418803418803419,3.133903133903134,9.401709401709402,5.128205128205128,4.5584045584045585,0.5698005698005698,1.9943019943019942,-0.6398860398860399,-0.04985754985754986,4.020379503939995,5.413105413105413,351.0,1.0,1
