Protein,Gene Names,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Hydrophobicity,PCP_Charge,SER_Entropy,Aromaticity,Protein_Length,Loc_Nucleus,Loc_Cytoplasm,Loc_Membrane,Loc_Mitochondria,Loc_Secreted,Label
O75818,RPP40 RNASEP1,0.0001646000219466,0.0001134208080313,0.2576786091649464,0.0009620647782133,3.8567493112947657,3.0303030303030303,3.8567493112947657,7.7134986225895315,5.5096418732782375,4.683195592286501,4.132231404958678,4.683195592286501,6.6115702479338845,12.396694214876034,1.9283746556473829,5.5096418732782375,5.5096418732782375,3.0303030303030303,3.3057851239669422,7.7134986225895315,5.234159779614325,5.234159779614325,1.6528925619834711,4.40771349862259,-0.28236914600550966,-0.01239669421487603,4.179879086141415,11.570247933884298,363.0,1,0,0,0,0,1
Q9ULV3,CIZ1 LSFR1 NP94 ZNF356,5.48666739822232e-05,0.0,0.2114259792791052,8.939276700477059e-06,6.347438752783964,2.1158129175946545,3.4521158129175946,7.461024498886415,2.1158129175946545,4.231625835189309,2.2271714922048997,1.670378619153675,4.342984409799555,8.797327394209354,2.0044543429844097,2.2271714922048997,11.469933184855234,15.590200445434299,4.788418708240535,7.57238307349666,6.124721603563475,5.79064587973274,0.33407572383073497,1.3363028953229399,-0.8688195991091314,-0.015590200445434297,3.9528300946115706,3.78619153674833,898.0,1,0,0,0,0,0
Q14332,FZD2,0.0001097333479644,2.1231226167984206e-05,0.1885575290622359,8.652560678269478e-07,7.256637168141593,3.893805309734513,2.3008849557522124,5.132743362831858,6.548672566371681,7.610619469026549,3.0088495575221237,5.486725663716814,2.831858407079646,10.08849557522124,3.0088495575221237,1.592920353982301,7.256637168141593,3.5398230088495577,5.84070796460177,6.017699115044247,6.371681415929204,6.1946902654867255,2.3008849557522124,3.7168141592920354,0.1412389380530973,0.015398230088495578,4.1829657218922005,12.56637168141593,565.0,0,0,1,0,0,0
Q8N2H4,SYS1 C20orf169,0.0010424668056622,7.164377450666839e-05,0.2716429217661104,0.0012089120636965,6.41025641025641,3.205128205128205,3.205128205128205,2.564102564102564,6.41025641025641,6.41025641025641,1.282051282051282,5.128205128205128,1.9230769230769231,16.666666666666664,4.487179487179487,1.9230769230769231,4.487179487179487,3.8461538461538463,4.487179487179487,8.974358974358974,4.487179487179487,7.051282051282051,3.205128205128205,3.8461538461538463,0.6192307692307691,0.007692307692307692,4.072644677285259,13.461538461538462,156.0,0,0,0,0,0,1
Q68BL7,OLFML2A UNQ9394/PRO34319,0.0,0.0,0.0,0.0,8.128834355828221,1.687116564417178,5.674846625766871,6.441717791411043,2.3006134969325154,5.98159509202454,2.3006134969325154,2.4539877300613497,5.828220858895705,9.355828220858896,1.687116564417178,3.52760736196319,6.288343558282208,4.447852760736196,6.595092024539877,7.515337423312883,7.208588957055214,6.595092024539877,1.687116564417178,4.294478527607362,-0.5791411042944785,0.005368098159509202,4.1531208958755945,8.282208588957054,652.0,0,0,0,0,1,0
Q68DK7,MSL1 MSL1L1,0.0001097333479644,6.021034181862628e-09,0.0001097333479644,1.1638297432030673e-29,8.469055374592834,1.9543973941368076,3.0944625407166124,9.77198697068404,2.1172638436482085,7.491856677524431,1.6286644951140066,2.44299674267101,8.143322475570033,9.609120521172638,1.4657980456026058,0.8143322475570033,12.214983713355048,5.048859934853421,7.0032573289902285,8.469055374592834,5.048859934853421,3.0944625407166124,1.1400651465798046,0.9771986970684038,-0.7983713355048859,0.024429967426710098,3.956016506655597,4.234527687296417,614.0,1,0,0,0,0,0
Q9Y4I1,MYO5A MYH12,0.0,0.0,0.0,0.0,6.145552560646901,1.6172506738544474,4.5822102425876015,9.649595687331535,3.3423180592991915,3.9353099730458223,2.3180592991913747,6.037735849056604,8.94878706199461,11.10512129380054,2.857142857142857,4.420485175202157,3.234501347708895,5.714285714285714,6.46900269541779,5.606469002695418,4.743935309973046,5.013477088948787,0.7547169811320755,3.5040431266846364,-0.561832884097035,0.014177897574123991,4.132418096665864,7.601078167115903,1855.0,0,0,0,0,0,0
P53621,COPA,0.0001097333479644,3.980865219378584e-06,0.1914852176869859,5.161886308140011e-06,6.944444444444445,2.2058823529411766,6.290849673202614,5.800653594771242,4.003267973856209,6.454248366013073,2.941176470588235,5.473856209150327,6.781045751633987,10.457516339869281,1.8790849673202614,4.493464052287582,4.411764705882353,3.8398692810457518,5.473856209150327,4.983660130718954,5.637254901960785,7.026143790849673,1.715686274509804,3.1862745098039214,-0.2856209150326798,0.004575163398692814,4.197164489835308,8.905228758169935,1224.0,0,1,0,0,0,1
P55081,MFAP1,0.0058158674421156,0.0008487904741802,0.3098257964045434,0.0368479954622482,6.605922551252847,0.0,6.605922551252847,19.81776765375854,2.9612756264236904,3.416856492027335,0.9111617312072893,2.9612756264236904,10.022779043280181,4.555808656036446,3.189066059225513,2.733485193621868,3.189066059225513,3.8724373576309796,10.022779043280181,6.150341685649203,3.8724373576309796,5.922551252847381,0.683371298405467,2.5056947608200453,-1.3892938496583143,-0.06287015945330296,3.871508626651763,6.150341685649203,439.0,1,0,0,0,0,1
A0A1B0GTW7,CIROP LMLN2,0.0,0.0,0.0,0.0,6.852791878172589,3.6802030456852792,3.4263959390862944,4.441624365482234,2.4111675126903553,9.01015228426396,3.807106598984772,2.1573604060913705,3.2994923857868024,14.340101522842641,1.6497461928934012,1.7766497461928936,7.741116751269035,5.0761421319796955,5.0761421319796955,9.644670050761421,6.091370558375635,5.32994923857868,1.6497461928934012,2.5380710659898478,-0.14162436548223353,0.008883248730964468,4.064487906467857,6.598984771573605,788.0,0,0,1,0,0,0
Q2WEN9,CEACAM16 CEAL2,0.0,0.0,0.0,0.0,7.764705882352942,1.647058823529412,2.823529411764706,5.647058823529412,1.8823529411764703,8.470588235294118,1.8823529411764703,3.5294117647058822,2.3529411764705883,11.529411764705882,0.9411764705882352,3.5294117647058822,6.352941176470588,4.235294117647059,4.941176470588235,8.0,9.88235294117647,9.176470588235293,1.8823529411764703,3.5294117647058822,-0.04023529411764707,-0.00988235294117647,4.0473105276330745,7.294117647058823,425.0,0,0,0,0,1,0
Q8NEJ9,NGDN C14orf120,0.0002743333699111,1.4854380406896716e-05,0.2479113365260483,0.0005753922275393,6.031746031746032,0.0,6.031746031746032,8.88888888888889,1.2698412698412698,4.444444444444445,3.1746031746031744,3.1746031746031744,10.476190476190476,11.428571428571429,2.857142857142857,1.9047619047619049,4.1269841269841265,5.396825396825397,8.253968253968253,9.206349206349207,4.1269841269841265,6.984126984126984,0.0,2.2222222222222223,-0.8057142857142857,0.041269841269841276,3.959715057400616,3.492063492063492,315.0,1,0,0,0,0,1
Q4QY38,DEFB134,0.0,0.0,0.0,0.0,4.545454545454546,9.090909090909092,1.5151515151515151,7.575757575757576,6.0606060606060606,4.545454545454546,1.5151515151515151,3.0303030303030303,7.575757575757576,13.636363636363635,6.0606060606060606,4.545454545454546,6.0606060606060606,1.5151515151515151,1.5151515151515151,6.0606060606060606,0.0,9.090909090909092,1.5151515151515151,4.545454545454546,0.4515151515151515,0.0015151515151515165,3.9870046348256936,12.121212121212121,66.0,0,0,0,0,1,0
Q08AF3,SLFN5,0.0,0.0,0.0,0.0,5.499438832772166,3.0303030303030303,4.377104377104377,6.285072951739619,4.1526374859708195,5.387205387205387,2.356902356902357,5.836139169472503,6.621773288439956,11.22334455667789,1.9079685746352413,5.16273849607183,5.05050505050505,4.938271604938271,5.274971941638609,6.846240179573512,4.264870931537598,7.182940516273851,1.0101010101010102,3.5914702581369253,-0.2224466891133558,0.014702581369248038,4.185918327757514,8.754208754208754,891.0,0,0,0,0,0,0
Q13868,EXOSC2 RRP4,0.00049380006584,0.0001398241755954,0.243332209349762,0.0004783179776749,5.1194539249146755,1.3651877133105803,4.09556313993174,8.873720136518772,2.04778156996587,8.19112627986348,2.3890784982935154,6.484641638225256,5.460750853242321,11.262798634812286,3.754266211604096,2.3890784982935154,3.754266211604096,3.754266211604096,7.508532423208192,6.825938566552901,5.1194539249146755,8.532423208191126,0.6825938566552902,2.3890784982935154,-0.18361774744027307,0.00238907849829351,4.08922660426919,5.1194539249146755,293.0,0,1,0,0,0,1
P39880,CUX1 CUTL1,0.0,0.0,0.0,0.0,9.235880398671096,0.53156146179402,3.7873754152823924,9.767441860465116,1.6611295681063125,5.714285714285714,1.06312292358804,3.322259136212625,6.710963455149502,9.368770764119601,1.5946843853820596,3.189368770764119,8.305647840531561,7.707641196013289,5.5813953488372094,11.760797342192692,4.651162790697675,3.9202657807308974,0.7973421926910298,1.3289036544850499,-0.7830564784053156,-0.011561461794019935,3.9727342845088347,3.7873754152823924,1505.0,1,0,0,0,0,0
Q96KN9,GJD4 CX40.1,0.0,0.0,0.0,0.0,8.64864864864865,3.2432432432432434,3.2432432432432434,5.9459459459459465,4.054054054054054,9.45945945945946,2.1621621621621623,2.1621621621621623,2.1621621621621623,11.081081081081082,1.6216216216216217,1.0810810810810811,10.0,2.9729729729729732,10.0,8.91891891891892,3.783783783783784,6.756756756756757,1.0810810810810811,1.6216216216216217,-0.2102702702702703,0.03189189189189189,3.9898362745539293,6.756756756756757,370.0,0,0,1,0,0,0
Q9BVC4,MLST8 GBL LST8,0.0001097333479644,0.0,0.2115201341252047,9.960325774636084e-06,7.668711656441718,3.6809815950920246,6.134969325153374,3.9877300613496933,2.147239263803681,7.668711656441718,3.374233128834356,7.05521472392638,2.4539877300613497,6.134969325153374,2.147239263803681,6.134969325153374,4.294478527607362,4.9079754601226995,4.601226993865031,8.588957055214724,7.05521472392638,6.134969325153374,2.7607361963190185,3.067484662576687,-0.294478527607362,-0.027300613496932517,4.205250357485512,7.975460122699387,326.0,0,0,0,0,0,1
Q96QP1,ALPK1 KIAA1527 LAK,5.48666739822232e-05,0.0,0.2381260257131815,0.0001171521286375,5.94855305466238,2.009646302250804,4.983922829581994,7.636655948553055,3.456591639871383,6.430868167202572,3.215434083601286,4.019292604501608,5.94855305466238,9.887459807073954,1.3665594855305467,4.823151125401929,4.823151125401929,5.627009646302251,4.421221864951769,9.887459807073954,5.305466237942122,6.109324758842444,1.607717041800643,2.491961414790997,-0.5140675241157556,-0.019292604501607715,4.163782364859594,7.556270096463022,1244.0,0,1,0,0,0,0
O60925,PFDN1 PFD1,0.0001646000219466,1.7283928210829096e-06,0.2341225213974729,0.0001450715590579,9.01639344262295,0.0,4.918032786885246,13.114754098360656,1.639344262295082,1.639344262295082,2.459016393442623,7.377049180327869,12.295081967213115,10.655737704918032,4.918032786885246,2.459016393442623,0.819672131147541,8.19672131147541,4.918032786885246,3.278688524590164,5.737704918032787,4.918032786885246,0.0,1.639344262295082,-0.6459016393442623,-0.005737704918032787,3.8511325136869465,3.278688524590164,122.0,0,0,0,0,0,1
Q9Y4D7,PLXND1 KIAA0620,0.0002743333699111,0.0003241318168911,0.2399172535653038,0.0004597774070937,8.987012987012987,3.116883116883117,4.415584415584416,5.766233766233767,3.6883116883116887,6.025974025974026,2.4415584415584415,4.51948051948052,3.896103896103896,10.38961038961039,2.0259740259740258,3.8441558441558445,6.961038961038961,4.77922077922078,5.974025974025974,7.324675324675324,5.350649350649351,6.961038961038961,0.8831168831168832,2.6493506493506493,-0.15901298701298702,-0.0006753246753246749,4.162495820929735,7.220779220779221,1925.0,0,0,1,0,0,0
Q6P0N0,MIS18BP1 C14orf106 KIAA1903 KNL2 M18BP1,5.48666739822232e-05,0.0,0.2412875693173313,0.0005960103513768,3.7985865724381624,1.4134275618374559,5.123674911660777,8.03886925795053,3.53356890459364,4.328621908127209,1.9434628975265018,5.742049469964664,11.749116607773852,7.597173144876325,2.1201413427561837,7.1554770318021195,4.858657243816254,5.565371024734982,4.770318021201414,8.392226148409893,7.1554770318021195,4.328621908127209,0.5300353356890459,1.8551236749116609,-0.9103356890459364,0.035512367491166076,4.0958244195728,5.918727915194346,1132.0,1,0,0,0,0,1
P17481,HOXB8 HOX2D,0.0,0.0,0.0,0.0,7.4074074074074066,2.05761316872428,4.526748971193416,7.818930041152264,4.938271604938271,8.23045267489712,1.646090534979424,1.2345679012345678,6.995884773662551,7.4074074074074066,1.2345679012345678,3.292181069958848,6.995884773662551,8.23045267489712,6.584362139917696,8.641975308641975,3.292181069958848,2.880658436213992,1.2345679012345678,5.349794238683128,-0.9703703703703704,0.013991769547325105,4.099206533776398,11.522633744855968,243.0,1,0,0,0,0,0
O60299,LZTS3 KIAA0552 PROSAPIP1,0.0,0.0,0.0,0.0,9.658246656760774,1.337295690936107,3.268945022288262,9.658246656760774,1.337295690936107,11.589895988112927,1.188707280832095,1.337295690936107,4.75482912332838,10.104011887072808,1.337295690936107,1.337295690936107,6.240713224368499,7.13224368499257,8.320950965824665,11.88707280832095,3.268945022288262,4.011887072808321,0.7429420505200593,1.4858841010401187,-0.7542347696879643,0.002674591381872212,3.883748255896818,3.566121842496285,673.0,0,0,0,0,0,0
P83731,RPL24,0.0,0.0,0.0,0.0,14.64968152866242,1.2738853503184715,1.2738853503184715,4.45859872611465,3.1847133757961785,5.095541401273886,1.2738853503184715,4.45859872611465,17.197452229299362,3.1847133757961785,1.910828025477707,2.547770700636943,4.45859872611465,6.369426751592357,10.828025477707007,5.095541401273886,3.821656050955414,5.7324840764331215,0.6369426751592357,2.547770700636943,-0.9261146496815287,0.22420382165605096,3.8799853436087677,6.369426751592357,157.0,0,1,0,0,0,1
P23919,DTYMK CDC8 TMPK TYMK,0.0,0.0,0.0,0.0,10.377358490566039,1.4150943396226416,5.660377358490567,8.018867924528301,4.245283018867925,6.132075471698113,2.8301886792452833,2.8301886792452833,7.547169811320755,12.735849056603774,1.4150943396226416,1.8867924528301887,2.8301886792452833,4.245283018867925,7.0754716981132075,6.60377358490566,3.7735849056603774,7.0754716981132075,1.8867924528301887,1.4150943396226416,-0.3047169811320755,0.012264150943396225,4.051203864295875,7.547169811320755,212.0,0,0,0,0,0,1
P31994,FCGR2B CD32 FCG2 IGFR2,0.0003292000438933,0.0001478792180607,0.2514945880485776,0.0004197127595981,7.419354838709677,2.258064516129032,4.516129032258064,5.483870967741936,2.903225806451613,5.483870967741936,3.5483870967741935,5.161290322580645,4.838709677419355,8.709677419354838,1.6129032258064515,4.516129032258064,8.709677419354838,4.193548387096775,2.5806451612903225,8.38709677419355,7.741935483870968,7.096774193548387,2.258064516129032,2.5806451612903225,-0.24645161290322581,-0.02225806451612903,4.169839533350186,7.741935483870968,310.0,0,0,1,0,0,0
Q96BP2,CHCHD1 C10orf34 MRPS37,0.0001646000219466,1.2136147486609057e-05,0.233110119827276,0.000169588000945,8.47457627118644,3.389830508474576,2.5423728813559325,7.627118644067797,3.389830508474576,5.932203389830509,0.0,3.389830508474576,8.47457627118644,11.016949152542372,4.23728813559322,5.932203389830509,6.779661016949152,4.23728813559322,11.864406779661017,5.084745762711865,3.389830508474576,2.5423728813559325,0.847457627118644,0.847457627118644,-0.7008474576271186,0.1016949152542373,4.001978879686394,5.084745762711865,118.0,0,0,0,1,0,1
Q13316,DMP1,0.0,0.0,0.0,0.0,2.729044834307992,0.3898635477582846,12.670565302144249,15.009746588693956,0.9746588693957114,7.797270955165692,1.949317738791423,1.949317738791423,3.898635477582846,4.483430799220272,1.1695906432748537,4.678362573099415,3.508771929824561,6.042884990253411,4.093567251461988,21.44249512670565,3.508771929824561,1.949317738791423,0.5847953216374269,1.1695906432748537,-1.5982456140350876,-0.1949317738791423,3.6780124971647887,2.729044834307992,513.0,1,0,0,0,0,0
Q9BRK3,MXRA8,0.0003292000438933,2.277308227795416e-06,0.2660863462383567,0.0018632744755661,10.407239819004525,1.583710407239819,6.108597285067873,6.334841628959276,2.48868778280543,7.918552036199094,4.97737556561086,2.0361990950226243,2.7149321266968327,12.44343891402715,0.6787330316742082,2.262443438914027,5.656108597285068,2.941176470588235,9.049773755656108,6.787330316742081,2.7149321266968327,7.6923076923076925,1.583710407239819,3.619909502262444,-0.34977375565610863,-0.0018099547511312207,4.028088203411327,7.6923076923076925,442.0,0,0,1,0,0,0
P07814,EPRS1 EPRS GLNS PARS QARS QPRS PIG32,0.0003292000438933,0.0001183757465999,0.2252780261973914,5.884963397024637e-05,7.2751322751322745,1.8518518518518516,5.092592592592593,8.73015873015873,3.3068783068783065,5.753968253968254,2.0502645502645502,5.224867724867725,9.788359788359788,7.87037037037037,1.917989417989418,4.166666666666666,5.357142857142857,4.298941798941799,3.902116402116402,5.886243386243386,5.489417989417989,7.076719576719577,1.7857142857142856,3.1746031746031744,-0.5169312169312169,0.0007275132275132276,4.168378916070119,8.267195767195767,1512.0,0,1,0,0,0,1
P26368,U2AF2 U2AF65,0.0024141336552178,0.0003614532079697,0.2881729441108899,0.0071635050142627,5.684210526315789,1.263157894736842,6.315789473684211,5.894736842105263,4.2105263157894735,7.157894736842104,1.8947368421052633,3.578947368421052,5.894736842105263,7.368421052631578,3.3684210526315788,4.0,6.947368421052631,5.473684210526316,8.421052631578947,6.315789473684211,5.052631578947368,8.210526315789474,0.42105263157894735,2.526315789473684,-0.5890526315789474,0.022947368421052626,4.150891138870823,7.157894736842104,475.0,1,0,0,0,0,1
Q96AD5,PNPLA2 ATGL FP17548,0.0,0.0,0.0,0.0,9.325396825396826,2.380952380952381,3.571428571428571,6.349206349206349,3.373015873015873,6.349206349206349,2.380952380952381,4.166666666666666,2.976190476190476,14.285714285714285,1.7857142857142856,3.968253968253968,9.126984126984127,3.373015873015873,6.547619047619048,6.944444444444445,3.968253968253968,5.753968253968254,0.992063492063492,2.380952380952381,-0.057936507936507974,-0.001587301587301586,4.070127865460732,6.746031746031746,504.0,0,0,0,0,0,0
Q9BW92,TARS2 TARSL1,0.0006035334138044,3.17491009956751e-05,0.259700588497983,0.0006675989106257,8.495821727019498,2.0891364902506964,4.735376044568245,7.103064066852367,5.153203342618385,7.242339832869081,3.064066852367688,2.9247910863509747,3.064066852367688,12.674094707520892,0.6963788300835655,1.6713091922005572,5.43175487465181,5.988857938718663,8.495821727019498,6.545961002785515,5.153203342618385,5.2924791086350975,2.2284122562674096,1.9498607242339834,-0.3338440111420613,0.0002785515320334268,4.085492848815205,9.331476323119778,718.0,0,0,0,1,0,1
Q96E39,RBMXL1,0.0,0.0,0.0,0.0,4.102564102564102,0.2564102564102564,8.717948717948717,3.3333333333333335,2.051282051282051,15.384615384615385,1.0256410256410255,1.0256410256410255,3.3333333333333335,3.5897435897435894,1.5384615384615385,1.7948717948717947,10.512820512820513,0.5128205128205128,13.846153846153847,16.41025641025641,2.8205128205128207,2.8205128205128207,0.0,6.923076923076923,-1.2912820512820513,0.052307692307692305,3.6407255731013275,8.974358974358974,390.0,1,0,0,0,0,1
Q9H7Z3,NRDE2 C14orf102,0.0007681334357511,2.088014608351868e-05,0.2680220656660695,0.0024656998827503,6.701030927835052,1.8900343642611683,5.240549828178694,8.419243986254296,4.4673539518900345,5.240549828178694,2.405498281786942,3.608247422680412,8.419243986254296,10.824742268041238,1.632302405498282,3.006872852233677,5.240549828178694,4.982817869415808,5.412371134020619,8.848797250859107,4.639175257731959,4.381443298969072,2.405498281786942,2.2336769759450172,-0.5836769759450172,0.004123711340206183,4.1462396558177055,9.106529209621993,1164.0,1,0,0,0,0,1
Q641Q3,METRNL,0.0,0.0,0.0,0.0,8.038585209003216,3.215434083601286,4.501607717041801,6.109324758842444,3.858520900321544,10.932475884244374,3.536977491961415,1.929260450160772,1.607717041800643,10.289389067524116,1.2861736334405145,1.2861736334405145,8.038585209003216,4.823151125401929,10.610932475884244,5.144694533762058,4.823151125401929,6.109324758842444,1.607717041800643,2.2508038585209005,-0.4376205787781351,0.019614147909967846,4.048501948625341,7.717041800643088,311.0,0,0,0,0,1,0
Q8IZF7,ADGRF2P ADGRF2 GPR111 PGR20,0.0,0.0,0.0,0.0,6.497175141242938,3.1073446327683616,3.8135593220338984,3.672316384180791,4.661016949152542,4.943502824858757,2.6836158192090394,9.6045197740113,4.519774011299435,9.887005649717514,1.8361581920903955,4.23728813559322,4.378531073446328,4.23728813559322,3.954802259887006,9.180790960451978,6.779661016949152,8.192090395480225,2.11864406779661,1.694915254237288,0.2614406779661017,0.012570621468926551,4.151072146762624,8.47457627118644,708.0,0,0,1,0,0,0
Q9P2W1,PSMC3IP HOP2 TBPIP,5.48666739822232e-05,0.0,5.48666739822232e-05,3.2562770485477633e-31,8.755760368663594,1.3824884792626728,5.0691244239631335,11.059907834101383,2.3041474654377883,5.529953917050691,0.9216589861751152,3.686635944700461,11.059907834101383,8.755760368663594,2.7649769585253456,2.3041474654377883,2.7649769585253456,8.755760368663594,5.529953917050691,4.6082949308755765,4.147465437788019,5.529953917050691,0.4608294930875576,4.6082949308755765,-0.8175115207373272,0.005529953917050688,4.032131548102125,7.373271889400922,217.0,1,0,0,0,0,0
Q9Y5X5,NPFFR2 GPR74 NPFF2 NPGPR,0.0001646000219466,5.225339357003305e-07,0.2386660893562554,0.0001424028119363,7.088122605363985,2.10727969348659,2.681992337164751,4.597701149425287,4.980842911877394,3.8314176245210727,2.2988505747126435,8.42911877394636,4.597701149425287,9.578544061302683,3.4482758620689653,5.555555555555555,4.21455938697318,4.597701149425287,6.130268199233716,7.854406130268199,4.789272030651341,6.513409961685824,3.256704980842912,3.4482758620689653,0.009961685823754767,0.0367816091954023,4.208702887491381,11.685823754789272,522.0,0,0,1,0,0,0
